,0
0,0.4
1,0.03333333333333333
2,0.0
3,0.0
4,-0.05
5,0.5
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,-0.4
13,0.0
14,0.0
15,0.5
16,-0.2
17,0.45
18,0.0
19,0.0
20,0.6444444444444445
21,-0.20833333333333331
22,0.0
23,0.0
24,0.0
25,0.0
26,0.425
27,1.0
28,0.0
29,0.625
30,0.0
31,0.25
32,0.0
33,0.26785714285714285
34,0.0
35,-0.4
36,0.5
37,0.0
38,0.4
39,0.1
40,0.13636363636363635
41,0.2
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.06818181818181818
48,0.0
49,0.0
50,0.5166666666666667
51,-0.7
52,0.0
53,0.0
54,0.0
55,0.0
56,0.13095238095238093
57,0.0
58,0.6071428571428571
59,-0.3625
60,0.55
61,0.0
62,0.0
63,0.125
64,0.0
65,0.0
66,0.0
67,-0.25
68,0.0
69,0.0
70,0.0
71,0.5
72,0.0
73,0.5
74,0.0
75,0.0
76,-0.07500000000000001
77,0.13636363636363635
78,0.6
79,0.0
80,-0.25
81,0.0
82,0.0
83,0.5
84,0.0
85,0.0
86,1.0
87,0.45
88,1.0
89,0.0
90,0.0
91,0.35
92,0.0
93,0.0
94,0.5818181818181818
95,0.25
96,0.54296875
97,0.0
98,0.2857142857142857
99,0.0
100,0.25
101,-0.5
102,0.0
103,0.16666666666666666
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.675
110,0.0
111,0.18333333333333335
112,0.0
113,0.06818181818181818
114,0.0
115,0.3333333333333333
116,0.25
117,0.2
118,-0.153125
119,0.0
120,0.0
121,0.06818181818181818
122,0.0
123,0.0
124,0.0
125,0.0
126,-0.2
127,0.0
128,0.26666666666666666
129,0.0
130,0.04999999999999999
131,0.3181818181818182
132,0.0
133,0.0
134,0.96875
135,0.0
136,0.0
137,0.5
138,0.0
139,-0.4
140,0.0
141,0.0
142,0.0
143,0.3333333333333333
144,0.2
145,0.25
146,-0.4
147,-0.3888888888888889
148,0.0
149,0.0
150,0.5454545454545454
151,0.0
152,0.325
153,0.0
154,0.16666666666666666
155,0.0
156,0.0
157,0.4
158,0.0
159,-0.75
160,0.0
161,0.0875
162,0.0
