borough,block,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,"TYPE(1:res,2:com,3:mix)",grid_x,grid_y
4,7365,3823,1646,1950,790000,3,821,590
4,7365,3000,1640,1920,830000,3,821,590
4,7365,2900,1640,1920,830000,3,821,590
4,7365,2900,1640,1920,645000,3,821,590
4,7365,3823,1646,1950,790000,3,821,590
4,7365,3000,1640,1920,830000,3,821,590
4,7366,4000,930,1950,775000,3,824,590
4,7366,4000,930,1950,775000,3,824,590
4,7367,4000,1300,1950,820000,3,825,589
4,7367,4000,1300,1950,820000,3,825,589
4,7369,7000,1644,1925,1188000,3,828,592
4,7369,7000,1644,1925,1188000,3,828,592
4,7370,4000,1196,1935,780000,3,830,593
4,7370,4000,1196,1935,780000,3,830,593
4,7371,4000,1495,1935,748000,3,831,593
4,7371,4000,1495,1935,748000,3,831,593
4,7372,4224,960,1940,768000,3,833,592
4,7372,4361,2000,1940,833000,3,833,592
4,7372,4000,1495,1940,819000,3,833,592
4,7372,4000,1495,1940,815000,3,833,592
4,7372,4224,960,1940,768000,3,833,592
4,7372,4361,2000,1940,833000,3,833,592
4,7372,4000,1495,1940,819000,3,833,592
4,7372,4000,1495,1940,815000,3,833,592
4,7376,2522,896,1955,648000,3,812,582
4,7376,2522,896,1955,648000,3,812,582
4,7377,2425,1166,1955,675000,3,815,582
4,7377,2425,1166,1955,675000,3,815,582
4,7379,3400,2282,1920,839999,3,817,584
4,7379,2700,1408,1920,600000,3,817,584
4,7379,3400,2282,1920,839999,3,817,584
4,7379,2700,1408,1920,600000,3,817,584
4,7380,2750,1224,1955,685000,3,819,584
4,7380,2500,1120,1955,532000,3,819,584
4,7380,2750,1224,1955,685000,3,819,584
4,7380,2500,1120,1955,532000,3,819,584
4,7384,3480,2100,1946,980000,3,825,585
4,7384,3480,2100,1946,980000,3,825,585
4,7385,4000,1456,1955,870000,3,826,588
4,7385,4000,1125,1955,949000,3,826,588
4,7385,4000,1456,1955,870000,3,826,588
4,7385,4000,1125,1955,949000,3,826,588
4,7388,4000,1196,1935,930000,3,832,588
4,7388,4000,1196,1935,930000,3,832,588
4,7389,5000,1834,1935,988000,3,832,589
4,7389,5000,1834,1935,988000,3,832,589
4,7392,4000,1600,1935,935000,3,834,593
4,7392,4000,1600,1935,935000,3,834,593
4,7396,2600,1692,1935,920000,3,838,592
4,7396,2600,1692,1935,920000,3,838,592
4,7397,4000,1196,1935,750000,3,837,590
4,7397,4300,1600,1935,975000,3,837,590
4,7397,4000,1196,1935,750000,3,837,590
4,7397,4300,1600,1935,975000,3,837,590
4,7399,2626,1692,1935,875000,3,840,596
4,7399,2626,1692,1935,875000,3,840,596
4,7402,4000,1080,1945,920000,3,842,591
4,7402,4000,1080,1945,920000,3,842,591
4,7404,5781,1313,1950,850000,3,843,588
4,7404,5781,1313,1950,850000,3,843,588
4,7415,2700,1224,1950,748000,3,824,581
4,7415,2700,1224,1950,710000,3,824,581
4,7415,2700,1224,1950,700000,3,824,581
4,7415,2700,1224,1950,748000,3,824,581
4,7415,2700,1224,1950,710000,3,824,581
4,7415,2700,1224,1950,700000,3,824,581
4,7416,4000,1210,1950,805000,3,826,584
4,7416,4000,1210,1950,883000,3,826,584
4,7416,4000,1210,1950,805000,3,826,584
4,7416,4000,1210,1950,883000,3,826,584
4,7417,4000,1132,1950,866000,3,828,582
4,7417,4000,1132,1950,985000,3,828,582
4,7417,4000,1236,1950,980000,3,828,582
4,7417,4000,1132,1950,866000,3,828,582
4,7417,4000,1132,1950,985000,3,828,582
4,7417,4000,1236,1950,980000,3,828,582
4,7418,4000,1769,1950,785000,3,828,585
4,7418,4000,1769,1950,785000,3,828,585
4,7420,3960,1495,1940,730000,3,832,584
4,7420,3960,1365,1950,720000,3,832,584
4,7420,3960,1495,1940,730000,3,832,584
4,7420,3960,1365,1950,720000,3,832,584
4,7421,3861,1456,1940,869000,3,833,586
4,7421,3960,1296,1940,840000,3,833,586
4,7421,3861,1456,1940,869000,3,833,586
4,7421,3960,1296,1940,840000,3,833,586
4,7422,3960,1296,1940,960000,3,835,586
4,7422,3960,1296,1940,960000,3,835,586
4,7424,4200,1398,1945,915000,3,838,586
4,7424,4200,1398,1945,915000,3,838,586
4,7426,5280,1289,1945,830000,3,812,575
4,7426,4720,1824,1945,955000,3,812,575
4,7426,4720,1824,1945,753505,3,812,575
4,7426,4720,1824,1945,693905,3,812,575
4,7426,5280,1289,1945,830000,3,812,575
4,7426,4720,1824,1945,955000,3,812,575
4,7426,4720,1824,1945,753505,3,812,575
4,7426,4720,1824,1945,693905,3,812,575
4,7428,4360,1169,1945,835000,3,814,573
4,7428,4360,1169,1945,835000,3,814,573
4,7429,4850,1364,1940,815000,3,817,576
4,7429,4850,1364,1940,815000,3,817,576
4,7430,4000,1295,1945,810000,3,818,575
4,7430,4000,1295,1945,810000,3,818,575
4,7434,1800,1152,1945,575000,3,823,579
4,7434,1800,1152,1945,575000,3,823,579
4,7435,2500,960,1950,665000,3,826,577
4,7435,3800,960,1950,630000,3,826,577
4,7435,2500,960,1950,665000,3,826,577
4,7435,3800,960,1950,630000,3,826,577
4,7436,2900,1260,1950,490000,3,827,580
4,7436,2900,1260,1950,490000,3,827,580
4,7437,4000,1306,1950,859000,3,829,579
4,7437,4000,1306,1950,859000,3,829,579
4,7438,4000,1850,1955,1055000,3,830,580
4,7438,4000,1962,1960,950000,3,830,580
4,7438,4000,1962,1960,960000,3,830,580
4,7438,4000,1962,1960,300000,3,830,580
4,7438,4000,1828,1960,999998,3,830,580
4,7438,4000,1850,1955,1055000,3,830,580
4,7438,4000,1962,1960,950000,3,830,580
4,7438,4000,1962,1960,960000,3,830,580
4,7438,4000,1962,1960,300000,3,830,580
4,7438,4000,1828,1960,999998,3,830,580
4,7439,3427,2656,1940,900000,3,832,581
4,7439,3427,2656,1940,900000,3,832,581
4,7441,4018,1272,1940,670000,3,834,582
4,7441,4018,1272,1940,670000,3,834,582
4,7443,3990,1200,1950,840000,3,838,583
4,7443,3990,1200,1950,840000,3,838,583
4,7444,3960,1643,1945,600000,3,839,585
4,7444,3960,1643,1945,600000,3,839,585
4,7446,4200,1252,1960,875000,3,842,585
4,7446,4200,1252,1960,875000,3,842,585
4,7448,4000,968,1950,499900,3,845,587
4,7448,4000,1668,1950,940000,3,845,587
4,7448,4000,968,1950,499900,3,845,587
4,7448,4000,1668,1950,940000,3,845,587
4,7451,4000,1340,1945,830000,3,818,571
4,7451,4000,1340,1945,830000,3,818,571
4,7452,4000,1495,1940,750000,3,819,573
4,7452,4000,1495,1940,750000,3,819,573
4,7457,2500,1147,1950,730000,3,827,574
4,7457,1800,1152,1940,595000,3,827,574
4,7457,2500,1147,1950,730000,3,827,574
4,7457,1800,1152,1940,595000,3,827,574
4,7458,2500,1254,1950,620000,3,828,574
4,7458,2500,1120,1950,590000,3,828,574
4,7458,2500,1254,1950,620000,3,828,574
4,7458,2500,1120,1950,590000,3,828,574
4,7460,4000,1657,1950,850000,3,831,577
4,7460,4000,1657,1950,850000,3,831,577
4,7462,4000,1200,1940,780000,3,835,577
4,7462,4000,1200,1940,780000,3,835,577
4,7463,4116,1248,1950,808888,3,836,580
4,7463,4116,1248,1950,808888,3,836,580
4,7464,4025,1296,1940,840000,3,838,578
4,7464,4025,1296,1940,840000,3,838,578
4,7466,3998,1600,1940,865000,3,840,580
4,7466,3998,1364,1945,945000,3,840,580
4,7466,3998,1600,1940,865000,3,840,580
4,7466,3998,1364,1945,945000,3,840,580
4,7467,4000,2350,1945,950000,3,841,582
4,7467,4000,2350,1945,950000,3,841,582
4,7469,4000,1200,1945,868000,3,845,582
4,7469,4000,1173,1945,810000,3,845,582
4,7469,4000,1200,1945,868000,3,845,582
4,7469,4000,1173,1945,810000,3,845,582
4,7472,6340,3074,1955,1280000,3,841,605
4,7472,4172,4628,1972,1100000,3,841,605
4,7472,7864,6880,1980,6500000,3,841,605
4,7472,6340,3074,1955,1280000,3,841,605
4,7472,4172,4628,1972,1100000,3,841,605
4,7472,7864,6880,1980,6500000,3,841,605
4,7473,2925,2274,1988,1220000,3,843,607
4,7473,4550,2355,1950,730000,3,843,607
4,7473,4550,2355,1950,630000,3,843,607
4,7473,2267,2486,1979,1260000,3,843,607
4,7473,2925,2274,1988,1220000,3,843,607
4,7473,4550,2355,1950,730000,3,843,607
4,7473,4550,2355,1950,630000,3,843,607
4,7473,2267,2486,1979,1260000,3,843,607
4,7491,6000,4671,1955,1320000,3,849,600
4,7491,6000,4671,1955,1320000,3,849,600
4,7500,10735,2467,1960,1095000,3,855,601
4,7500,10735,2467,1960,1095000,3,855,601
4,7502,7650,2040,1950,868000,3,855,596
4,7502,7650,2040,1950,868000,3,855,596
4,7503,4500,2086,1950,890000,3,856,595
4,7503,4500,2086,1950,888000,3,856,595
4,7503,4500,2086,1950,890000,3,856,595
4,7503,4500,2086,1950,888000,3,856,595
4,7504,6794,2017,1955,1210000,3,858,597
4,7504,6794,2017,1955,1210000,3,858,597
4,7506,5000,1424,1955,878000,3,857,602
4,7506,5000,1424,1955,878000,3,857,602
4,7509,6000,1390,1960,1050000,3,860,596
4,7509,6000,1390,1960,1050000,3,860,596
4,7512,5175,1325,1955,827000,3,858,592
4,7512,5175,1325,1955,827000,3,858,592
4,7514,4000,1100,1950,880000,3,860,593
4,7514,4000,2200,1950,1270000,3,860,593
4,7514,4800,2263,1950,950000,3,860,593
4,7514,4000,1100,1950,880000,3,860,593
4,7514,4000,2200,1950,1270000,3,860,593
4,7514,4800,2263,1950,950000,3,860,593
4,7515,4000,1100,1950,860000,3,861,595
4,7515,4000,1100,1950,860000,3,861,595
4,7516,5000,1444,1950,850000,3,863,595
4,7516,5000,1444,1950,850000,3,863,595
4,7520,3000,1424,1950,650000,3,861,588
4,7520,3400,3415,1970,1300000,3,861,588
4,7520,3000,1424,1950,650000,3,861,588
4,7520,3400,3415,1970,1300000,3,861,588
4,7522,3344,2712,1965,980000,3,859,586
4,7522,3200,2712,1965,1170000,3,859,586
4,7522,3344,2712,1965,980000,3,859,586
4,7522,3200,2712,1965,1170000,3,859,586
4,7523,3661,2160,1965,955000,3,858,589
4,7523,3661,2160,1965,955000,3,858,589
4,7524,2588,2200,1965,880000,3,855,590
4,7524,3463,3370,1965,1226500,3,855,590
4,7524,2588,2200,1965,880000,3,855,590
4,7524,3463,3370,1965,1226500,3,855,590
4,7527,3433,3374,1970,860000,3,850,583
4,7527,3000,2976,1970,1145000,3,850,583
4,7527,3433,3374,1970,860000,3,850,583
4,7527,3000,2976,1970,1145000,3,850,583
4,7530,2950,2068,1965,930000,3,853,590
4,7530,2950,2068,1965,930000,3,853,590
4,7531,3433,3393,1970,1310000,3,851,591
4,7531,3433,3393,1970,1310000,3,851,591
4,7567,4800,3445,1955,1290000,3,863,591
4,7567,5000,3445,1955,995000,3,863,591
4,7567,5000,3445,1955,1235000,3,863,591
4,7567,4800,3445,1955,1290000,3,863,591
4,7567,5000,3445,1955,995000,3,863,591
4,7567,5000,3445,1955,1235000,3,863,591
4,7569,3570,2268,1965,950000,3,859,590
4,7569,3570,2268,1965,950000,3,859,590
4,7602,8000,2325,1945,980000,3,838,574
4,7602,4000,1422,1945,710000,3,838,574
4,7602,8000,2325,1945,980000,3,838,574
4,7602,4000,1422,1945,710000,3,838,574
4,7604,5500,1638,1955,835000,3,840,575
4,7604,5500,1638,1955,835000,3,840,575
4,7608,1975,2593,1955,960000,3,847,578
4,7608,1975,2593,1955,960000,3,847,578
4,7609,3442,1584,1925,770000,3,849,577
4,7609,3442,1584,1925,770000,3,849,577
4,7614,5500,1609,1950,860000,3,840,572
4,7614,5500,1609,1950,840000,3,840,572
4,7614,3000,1488,1955,725000,3,840,572
4,7614,5500,1609,1950,860000,3,840,572
4,7614,5500,1609,1950,840000,3,840,572
4,7614,3000,1488,1955,725000,3,840,572
4,7615,6000,940,1950,845000,3,841,573
4,7615,6000,940,1950,845000,3,841,573
4,7616,6000,2328,1950,882000,3,843,572
4,7616,6000,2328,1950,882000,3,843,572
4,7618,2658,1152,1950,640000,3,846,573
4,7618,2658,1152,1950,640000,3,846,573
4,7622,2500,1216,1950,650000,3,837,566
4,7622,2500,1216,1950,650000,3,837,566
4,7623,2500,896,1950,520000,3,838,566
4,7623,2500,896,1950,520000,3,838,566
4,7624,3000,2250,1950,705000,3,840,567
4,7624,3000,2250,1950,705000,3,840,567
4,7625,2600,1395,1955,670000,3,842,566
4,7625,2600,1395,1955,670000,3,842,566
4,7627,2600,1116,1950,680000,3,845,567
4,7627,2600,1116,1950,663500,3,845,567
4,7627,2600,1116,1950,680000,3,845,567
4,7627,2600,1116,1950,663500,3,845,567
4,7650,4600,974,1955,750000,3,861,584
4,7650,4600,974,1955,750000,3,861,584
4,7653,3383,1800,1986,860000,3,866,583
4,7653,4000,1118,1955,865000,3,866,583
4,7653,4000,2835,1955,980000,3,866,583
4,7653,3383,1800,1986,860000,3,866,583
4,7653,4000,1118,1955,865000,3,866,583
4,7653,4000,2835,1955,980000,3,866,583
4,7654,4000,2200,1955,1400000,3,867,583
4,7654,4000,2366,1955,1573287,3,867,583
4,7654,4000,2200,1955,1400000,3,867,583
4,7654,4000,2366,1955,1573287,3,867,583
4,7662,4650,1132,1950,950000,3,863,578
4,7662,4600,2416,1950,1265000,3,863,578
4,7662,4650,1132,1950,950000,3,863,578
4,7662,4600,2416,1950,1265000,3,863,578
4,7663,4000,1125,1960,898000,3,865,578
4,7663,4000,1125,1960,898000,3,865,578
4,7664,4000,1100,1960,849000,3,865,579
4,7664,4000,2350,1960,1568000,3,865,579
4,7664,4000,1100,1960,849000,3,865,579
4,7664,4000,2350,1960,1568000,3,865,579
4,7665,4000,1080,1945,885000,3,866,581
4,7665,4000,1080,1945,885000,3,866,581
4,7666,4000,1782,1950,900000,3,868,581
4,7666,4000,1782,1950,900000,3,868,581
4,7667,4000,1290,1955,995000,3,870,581
4,7667,4000,2700,2013,1150622,3,870,581
4,7667,4000,1290,1955,995000,3,870,581
4,7667,4000,2700,2013,1150622,3,870,581
4,7680,1710,1332,1955,180000,3,856,568
4,7680,2328,1600,1955,715000,3,856,568
4,7680,1746,1332,1955,685000,3,856,568
4,7680,2231,1480,1955,785500,3,856,568
4,7680,1710,1332,1955,180000,3,856,568
4,7680,2328,1600,1955,715000,3,856,568
4,7680,1746,1332,1955,685000,3,856,568
4,7680,2231,1480,1955,785500,3,856,568
4,7683,4000,1448,1950,830000,3,861,569
4,7683,4633,2159,1950,1260000,3,861,569
4,7683,4000,1448,1950,830000,3,861,569
4,7683,4633,2159,1950,1260000,3,861,569
4,7685,3400,1850,1950,1480000,3,864,569
4,7685,3400,1850,1950,1480000,3,864,569
4,7686,4000,1040,1955,950000,3,865,572
4,7686,4000,1040,1955,950000,3,865,572
4,7687,4000,900,1950,720000,3,867,570
4,7687,4000,2496,1950,1480000,3,867,570
4,7687,4000,900,1950,720000,3,867,570
4,7687,4000,2496,1950,1480000,3,867,570
4,7688,4000,2572,1950,1380000,3,869,569
4,7688,4000,2572,1950,1380000,3,869,569
4,7748,5922,1670,1940,563608,3,845,551
4,7748,5280,1732,1940,805000,3,845,551
4,7748,371900,243396,1965,128778,3,845,551
4,7748,5922,1670,1940,563608,3,845,551
4,7748,5280,1732,1940,805000,3,845,551
4,7748,371900,243396,1965,128778,3,845,551
4,7761,8060,1820,1940,900000,3,859,554
4,7761,5000,2165,1940,900000,3,859,554
4,7761,8060,1820,1940,900000,3,859,554
4,7761,5000,2165,1940,900000,3,859,554
4,7766,4080,1404,1950,850000,3,841,548
4,7766,4080,1404,1950,850000,3,841,548
4,7767,4045,2472,1950,999999,3,844,547
4,7767,4000,1404,1950,810000,3,844,547
4,7767,4045,2472,1950,999999,3,844,547
4,7767,4000,1404,1950,810000,3,844,547
4,7768,5205,2419,1950,960000,3,845,550
4,7768,5205,2419,1950,960000,3,845,550
4,7769,4500,2200,1965,990000,3,847,548
4,7769,4500,2200,1965,990000,3,847,548
4,7770,5300,1344,1955,763000,3,848,548
4,7770,4000,1183,1955,720000,3,848,548
4,7770,5300,1344,1955,763000,3,848,548
4,7770,4000,1183,1955,720000,3,848,548
4,7771,4725,1483,1955,837000,3,849,549
4,7771,4725,1483,1955,837000,3,849,549
4,7776,4085,1480,1955,825000,3,859,554
4,7776,4324,1392,1940,838000,3,859,554
4,7776,4085,1480,1955,825000,3,859,554
4,7776,4324,1392,1940,838000,3,859,554
4,7778,5600,1800,1960,917000,3,863,551
4,7778,5600,1800,1960,917000,3,863,551
4,7779,5067,2400,1940,750000,3,864,553
4,7779,4781,1935,1940,879000,3,864,553
4,7779,5067,2400,1940,750000,3,864,553
4,7779,4781,1935,1940,879000,3,864,553
4,7780,4176,2108,1940,495000,3,865,554
4,7780,4176,2108,1940,495000,3,865,554
4,7784,4000,1001,1955,720000,3,845,545
4,7784,4000,1480,1955,720000,3,845,545
4,7784,4000,1000,1955,700000,3,845,545
4,7784,4000,1000,1955,685000,3,845,545
4,7784,4000,1001,1955,720000,3,845,545
4,7784,4000,1480,1955,720000,3,845,545
4,7784,4000,1000,1955,700000,3,845,545
4,7784,4000,1000,1955,685000,3,845,545
4,7785,4000,1508,1955,868000,3,846,546
4,7785,4000,1508,1955,868000,3,846,546
4,7786,5000,3200,1955,890000,3,849,543
4,7786,5000,3200,1955,890000,3,849,543
4,7790,4000,1925,1950,785000,3,854,547
4,7790,5000,2005,1955,870000,3,854,547
4,7790,4000,1925,1950,785000,3,854,547
4,7790,5000,2005,1955,870000,3,854,547
4,7794,12355,2493,1955,1360000,3,857,548
4,7794,6150,1600,1940,831000,3,857,548
4,7794,12355,2493,1955,1360000,3,857,548
4,7794,6150,1600,1940,831000,3,857,548
4,7796,11707,2034,1945,835000,3,862,549
4,7796,11707,2034,1945,835000,3,862,549
4,7797,8136,1960,1945,994000,3,863,549
4,7797,8136,1960,1945,994000,3,863,549
4,7798,3900,1612,1940,770000,3,866,549
4,7798,5231,1990,1940,660000,3,866,549
4,7798,3900,1612,1940,770000,3,866,549
4,7798,5231,1990,1940,660000,3,866,549
4,7799,6063,1664,1940,820000,3,867,549
4,7799,6167,1784,1940,946000,3,867,549
4,7799,6063,1664,1940,820000,3,867,549
4,7799,6167,1784,1940,946000,3,867,549
4,7803,5000,1712,1940,1200000,3,848,541
4,7803,10000,2659,1945,1475000,3,848,541
4,7803,5000,1712,1940,1200000,3,848,541
4,7803,10000,2659,1945,1475000,3,848,541
4,7804,6000,2756,1955,1100000,3,849,541
4,7804,4000,1440,1955,828000,3,849,541
4,7804,6000,2756,1955,1100000,3,849,541
4,7804,4000,1440,1955,828000,3,849,541
4,7805,4000,1840,1935,969000,3,851,540
4,7805,4000,1840,1935,969000,3,851,540
4,7806,7000,1968,1940,1190000,3,853,541
4,7806,7000,1968,1940,1190000,3,853,541
4,7809,4600,3035,1950,1160000,3,857,543
4,7809,4600,3035,1950,1160000,3,857,543
4,7812,6000,2448,1950,998000,3,859,545
4,7812,6000,2448,1950,998000,3,859,545
4,7814,4000,2082,2011,1150000,3,848,535
4,7814,4000,2082,2011,1150000,3,848,535
4,7815,4000,1965,1940,785000,3,849,534
4,7815,6000,1535,1960,750000,3,849,534
4,7815,4000,1965,1940,785000,3,849,534
4,7815,6000,1535,1960,750000,3,849,534
4,7818,5000,1820,1955,860000,3,854,536
4,7818,5000,1820,1955,860000,3,854,536
4,7819,7346,1886,1955,1300000,3,855,538
4,7819,7346,1886,1955,1300000,3,855,538
4,7823,4387,2309,2014,1180000,3,853,534
4,7823,4387,2309,2014,1180000,3,853,534
4,7832,6400,3375,1960,775000,3,863,560
4,7832,6400,3375,1960,225000,3,863,560
4,7832,4100,1872,1960,645451,3,863,560
4,7832,6400,3375,1960,775000,3,863,560
4,7832,6400,3375,1960,225000,3,863,560
4,7832,4100,1872,1960,645451,3,863,560
4,7833,4100,1872,1960,850000,3,865,558
4,7833,4100,1872,1960,850000,3,865,558
4,7840,5330,1248,1950,780000,3,867,558
4,7840,5895,1438,1950,895000,3,867,558
4,7840,5330,1248,1950,780000,3,867,558
4,7840,5895,1438,1950,895000,3,867,558
4,7842,38100,28452,1950,15075000,3,869,555
4,7842,38100,28452,1950,15075000,3,869,555
4,7880,3000,2200,2002,800000,3,888,552
4,7880,1660,2200,2002,675000,3,888,552
4,7880,1660,2200,2002,733000,3,888,552
4,7880,1660,2200,2002,745000,3,888,552
4,7880,1660,2200,2002,790000,3,888,552
4,7880,1714,2000,2002,730000,3,888,552
4,7880,3617,2200,2002,725000,3,888,552
4,7880,1701,2200,2002,750000,3,888,552
4,7880,1867,2200,2002,724000,3,888,552
4,7880,1867,2200,2002,724000,3,888,552
4,7880,3000,2200,2002,800000,3,888,552
4,7880,1660,2200,2002,675000,3,888,552
4,7880,1660,2200,2002,733000,3,888,552
4,7880,1660,2200,2002,745000,3,888,552
4,7880,1660,2200,2002,790000,3,888,552
4,7880,1714,2000,2002,730000,3,888,552
4,7880,3617,2200,2002,725000,3,888,552
4,7880,1701,2200,2002,750000,3,888,552
4,7880,1867,2200,2002,724000,3,888,552
4,7880,1867,2200,2002,724000,3,888,552
4,7899,5684,1841,1945,730000,3,904,562
4,7899,5684,1841,1945,730000,3,904,562
4,7900,3700,2580,1945,900000,3,901,558
4,7900,3700,2580,1945,900000,3,901,558
4,7901,4000,832,1955,490000,3,901,560
4,7901,4000,832,1955,490000,3,901,560
4,7902,4000,1046,1950,535000,3,904,557
4,7902,4000,1046,1950,535000,3,904,557
4,7903,5267,1125,1950,550000,3,901,552
4,7903,5267,1125,1950,550000,3,901,552
4,7905,4000,900,1945,520000,3,904,553
4,7905,4000,900,1945,520000,3,904,553
4,7909,4000,1575,1950,540000,3,904,548
4,7909,4000,1350,1950,640000,3,904,548
4,7909,10000,2745,1957,2300000,3,904,548
4,7909,4000,1575,1950,540000,3,904,548
4,7909,4000,1350,1950,640000,3,904,548
4,7909,10000,2745,1957,2300000,3,904,548
4,7910,4000,964,1955,560000,3,904,551
4,7910,6000,3600,1955,820000,3,904,551
4,7910,4000,964,1955,560000,3,904,551
4,7910,6000,3600,1955,820000,3,904,551
4,7915,4726,1248,1950,714000,3,876,551
4,7915,4726,1248,1950,714000,3,876,551
4,7916,4000,1248,1950,645000,3,878,553
4,7916,5400,1140,1950,595000,3,878,553
4,7916,4000,1248,1950,645000,3,878,553
4,7916,5400,1140,1950,595000,3,878,553
4,7917,6000,1932,1940,300000,3,879,551
4,7917,4000,1275,1930,418000,3,879,551
4,7917,4000,1248,1950,620000,3,879,551
4,7917,5000,1211,1950,581000,3,879,551
4,7917,6000,1932,1940,300000,3,879,551
4,7917,4000,1275,1930,418000,3,879,551
4,7917,4000,1248,1950,620000,3,879,551
4,7917,5000,1211,1950,581000,3,879,551
4,7919,4000,1396,1940,650000,3,883,553
4,7919,4000,1396,1940,650000,3,883,553
4,7920,4000,1440,1945,638750,3,884,553
4,7920,4000,1100,1945,616000,3,884,553
4,7920,4000,1440,1945,638750,3,884,553
4,7920,4000,1100,1945,616000,3,884,553
4,7921,4000,1024,1945,645000,3,886,554
4,7921,4000,1611,1945,715000,3,886,554
4,7921,4000,1024,1945,645000,3,886,554
4,7921,4000,1611,1945,715000,3,886,554
4,7935,6000,1716,1930,730000,3,885,548
4,7935,2714,2420,1965,608000,3,885,548
4,7935,6000,1716,1930,730000,3,885,548
4,7935,2714,2420,1965,608000,3,885,548
4,7941,3135,1268,1925,470000,3,883,545
4,7941,2060,1840,1945,310000,3,883,545
4,7941,1800,1840,1945,535000,3,883,545
4,7941,1800,1840,1945,455000,3,883,545
4,7941,3135,1268,1925,470000,3,883,545
4,7941,2060,1840,1945,310000,3,883,545
4,7941,1800,1840,1945,535000,3,883,545
4,7941,1800,1840,1945,455000,3,883,545
4,7942,3325,1541,1920,430000,3,884,544
4,7942,3325,1541,1920,578000,3,884,544
4,7942,3325,1541,1920,430000,3,884,544
4,7942,3325,1541,1920,578000,3,884,544
4,7949,3000,1514,1925,499000,3,883,537
4,7949,3000,1514,1925,499000,3,883,537
4,7951,4000,1140,1945,530000,3,887,542
4,7951,4000,1200,1945,525000,3,887,542
4,7951,4000,1200,1945,627500,3,887,542
4,7951,4000,1321,1945,575000,3,887,542
4,7951,6750,5928,1978,1380000,3,887,542
4,7951,4000,1140,1945,530000,3,887,542
4,7951,4000,1200,1945,525000,3,887,542
4,7951,4000,1200,1945,627500,3,887,542
4,7951,4000,1321,1945,575000,3,887,542
4,7951,6750,5928,1978,1380000,3,887,542
4,7952,5000,2484,1930,180000,3,890,545
4,7952,5000,2484,1930,180000,3,890,545
4,7954,6997,1031,1945,550000,3,886,541
4,7954,6997,1031,1945,550000,3,886,541
4,7955,3734,984,1955,480000,3,900,542
4,7955,4000,576,1940,500000,3,900,542
4,7955,3734,984,1955,480000,3,900,542
4,7955,4000,576,1940,500000,3,900,542
4,7958,2436,996,1955,450000,3,903,544
4,7958,2891,2558,2004,675000,3,903,544
4,7958,2436,996,1955,450000,3,903,544
4,7958,2891,2558,2004,675000,3,903,544
4,7963,3555,810,1938,935000,3,906,544
4,7963,3555,810,1938,880000,3,906,544
4,7963,3555,810,1938,935000,3,906,544
4,7963,3555,810,1938,880000,3,906,544
4,7964,2945,1595,1930,758800,3,903,543
4,7964,2945,1595,1930,550000,3,903,543
4,7964,2945,1595,1930,758800,3,903,543
4,7964,2945,1595,1930,550000,3,903,543
4,7966,3000,1603,1930,237500,3,904,540
4,7966,3000,1620,1930,512000,3,904,540
4,7966,3000,1603,1930,237500,3,904,540
4,7966,3000,1620,1930,512000,3,904,540
4,7967,4000,1321,1950,615000,3,885,539
4,7967,3549,1321,1950,598000,3,885,539
4,7967,2458,1536,1930,530000,3,885,539
4,7967,4000,1321,1950,615000,3,885,539
4,7967,3549,1321,1950,598000,3,885,539
4,7967,2458,1536,1930,530000,3,885,539
4,7968,3750,3100,1997,770000,3,886,537
4,7968,3750,3100,1997,770000,3,886,537
4,7970,1600,1422,1940,420000,3,889,538
4,7970,1600,1422,1940,410000,3,889,538
4,7970,1600,1422,1940,418000,3,889,538
4,7970,2083,2794,1975,620000,3,889,538
4,7970,2067,2904,1975,730000,3,889,538
4,7970,1600,1422,1940,420000,3,889,538
4,7970,1600,1422,1940,410000,3,889,538
4,7970,1600,1422,1940,418000,3,889,538
4,7970,2083,2794,1975,620000,3,889,538
4,7970,2067,2904,1975,730000,3,889,538
4,7971,3100,2045,1930,545000,3,892,539
4,7971,3100,2045,1930,545000,3,892,539
4,7972,3000,2162,1920,220000,3,892,537
4,7972,3000,2162,1920,220000,3,892,537
4,7974,3000,1320,1935,549000,3,892,536
4,7974,3000,1460,1935,445000,3,892,536
4,7974,3000,1320,1935,549000,3,892,536
4,7974,3000,1460,1935,445000,3,892,536
4,7976,3000,1856,1935,450000,3,896,538
4,7976,3000,1856,1935,450000,3,896,538
4,7977,3000,1606,1930,555000,3,898,537
4,7977,3000,1606,1930,555000,3,898,537
4,7978,3000,1660,1920,594000,3,900,538
4,7978,3000,1660,1920,594000,3,900,538
4,7979,3000,1510,1925,450000,3,901,538
4,7979,3000,1510,1925,450000,3,901,538
4,7980,3000,1500,1925,596500,3,903,538
4,7980,3000,1500,1925,596500,3,903,538
4,7984,3000,1326,1930,562000,3,894,536
4,7984,3000,1326,1930,562000,3,894,536
4,7985,3000,1606,1925,110000,3,895,534
4,7985,3000,1606,1925,250000,3,895,534
4,7985,3000,1606,1925,490000,3,895,534
4,7985,3000,1606,1925,110000,3,895,534
4,7985,3000,1606,1925,250000,3,895,534
4,7985,3000,1606,1925,490000,3,895,534
4,7986,3988,2880,1931,749000,3,896,534
4,7986,3988,2880,1931,749000,3,896,534
4,7988,3000,1291,1930,585000,3,900,534
