borough,block,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,"TYPE(1:res,2:com,3:mix)",grid_x,grid_y
3,1394,2000,3312,1901,1075000,3,546,402
3,1394,2000,3312,1901,999000,3,546,402
3,1394,2000,3312,1901,1075000,3,546,402
3,1394,2000,3312,1901,999000,3,546,402
3,1397,4321,4245,1915,1730000,3,558,401
3,1397,1950,2681,1899,720000,3,558,401
3,1397,4321,4245,1915,1730000,3,558,401
3,1397,1950,2681,1899,720000,3,558,401
3,1399,5508,7150,1922,5000000,3,569,400
3,1399,5508,7150,1922,5000000,3,569,400
3,1400,1600,3300,1925,800000,3,543,401
3,1400,2412,3126,1901,995000,3,543,401
3,1400,2412,2800,1925,1600000,3,543,401
3,1400,1600,3300,1925,800000,3,543,401
3,1400,2412,3126,1901,995000,3,543,401
3,1400,2412,2800,1925,1600000,3,543,401
3,1401,2212,1535,1910,1100000,3,547,400
3,1401,2100,3640,1901,1250000,3,547,400
3,1401,2100,3360,1901,1320000,3,547,400
3,1401,2212,1535,1910,1100000,3,547,400
3,1401,2100,3640,1901,1250000,3,547,400
3,1401,2100,3360,1901,1320000,3,547,400
3,1402,2744,4020,1925,880000,3,552,400
3,1402,16050,41055,1920,15000000,3,552,400
3,1402,2744,4020,1925,880000,3,552,400
3,1402,16050,41055,1920,15000000,3,552,400
3,1403,1700,3192,1901,950000,3,557,400
3,1403,5388,18800,1915,8000000,3,557,400
3,1403,1700,3192,1901,950000,3,557,400
3,1403,5388,18800,1915,8000000,3,557,400
3,1406,2562,2060,1920,1300000,3,544,399
3,1406,2562,2060,1920,1200000,3,544,399
3,1406,2562,2060,1920,1300000,3,544,399
3,1406,2562,2060,1920,1200000,3,544,399
3,1407,2255,1568,1910,1100000,3,547,399
3,1407,2560,3492,1901,1190000,3,547,399
3,1407,2255,1568,1910,1100000,3,547,399
3,1407,2560,3492,1901,1190000,3,547,399
3,1409,12000,34836,1925,9000000,3,558,397
3,1409,12000,34836,1925,9000000,3,558,397
3,1412,2555,2028,1910,1275000,3,542,397
3,1412,2555,2028,1910,1275000,3,542,397
3,1413,3162,4158,1925,700000,3,550,396
3,1413,3162,4158,1925,700000,3,550,396
3,1414,5110,4680,1923,1400000,3,551,396
3,1414,5110,4680,1923,1400000,3,551,396
3,1419,1458,2016,1930,510000,3,554,395
3,1419,1458,2016,1930,510000,3,554,395
3,1419,1458,2016,1930,610000,3,554,395
3,1419,3258,3280,1923,980000,3,554,395
3,1419,1458,2016,1930,510000,3,554,395
3,1419,1458,2016,1930,510000,3,554,395
3,1419,1458,2016,1930,610000,3,554,395
3,1419,3258,3280,1923,980000,3,554,395
3,1424,4810,4000,1924,1440000,3,552,393
3,1424,4810,4000,1924,1440000,3,552,393
3,1426,2348,1648,1920,840000,3,542,390
3,1426,2300,1648,1920,885000,3,542,390
3,1426,2348,1648,1920,840000,3,542,390
3,1426,2300,1648,1920,885000,3,542,390
3,1435,1667,4448,2005,320000,3,594,419
3,1435,1250,1280,1901,400000,3,594,419
3,1435,1667,1536,1901,326300,3,594,419
3,1435,1667,1920,1901,899000,3,594,419
3,1435,1667,4448,2005,320000,3,594,419
3,1435,1250,1280,1901,400000,3,594,419
3,1435,1667,1536,1901,326300,3,594,419
3,1435,1667,1920,1901,899000,3,594,419
3,1436,9200,25933,1910,5626000,3,597,418
3,1436,9200,25933,1910,5626000,3,597,418
3,1439,1429,1426,1920,265000,3,580,417
3,1439,1463,1848,1901,829800,3,580,417
3,1439,1408,1872,1901,527715,3,580,417
3,1439,1786,1824,1901,510000,3,580,417
3,1439,1429,1426,1920,265000,3,580,417
3,1439,1463,1848,1901,829800,3,580,417
3,1439,1408,1872,1901,527715,3,580,417
3,1439,1786,1824,1901,510000,3,580,417
3,1440,1554,2136,1927,664511,3,581,417
3,1440,1554,2136,1927,664511,3,581,417
3,1442,2679,1840,1901,572400,3,593,417
3,1442,2411,5280,1910,1200000,3,593,417
3,1442,2679,1840,1901,572400,3,593,417
3,1442,2411,5280,1910,1200000,3,593,417
3,1443,1427,2040,1901,355000,3,596,416
3,1443,2143,2000,1901,900000,3,596,416
3,1443,2143,2000,1901,389021,3,596,416
3,1443,2143,2000,1901,440000,3,596,416
3,1443,2143,2064,1901,265000,3,596,416
3,1443,2143,3500,1899,775000,3,596,416
3,1443,2143,3500,1899,730524,3,596,416
3,1443,2143,3500,1899,744000,3,596,416
3,1443,2143,3500,1899,780000,3,596,416
3,1443,1427,2040,1901,355000,3,596,416
3,1443,2143,2000,1901,900000,3,596,416
3,1443,2143,2000,1901,389021,3,596,416
3,1443,2143,2000,1901,440000,3,596,416
3,1443,2143,2064,1901,265000,3,596,416
3,1443,2143,3500,1899,775000,3,596,416
3,1443,2143,3500,1899,730524,3,596,416
3,1443,2143,3500,1899,744000,3,596,416
3,1443,2143,3500,1899,780000,3,596,416
3,1447,2045,1900,1901,875000,3,585,416
3,1447,2045,1900,1901,875000,3,585,416
3,1448,1150,2660,2007,720000,3,589,416
3,1448,1150,2660,2007,720000,3,589,416
3,1450,1929,2430,1901,461840,3,595,415
3,1450,1929,2430,1901,690267,3,595,415
3,1450,1428,1480,1927,258570,3,595,415
3,1450,1929,2430,1901,461840,3,595,415
3,1450,1929,2430,1901,690267,3,595,415
3,1450,1428,1480,1927,258570,3,595,415
3,1451,1263,2220,1910,410000,3,572,414
3,1451,1263,2220,1910,410000,3,572,414
3,1452,2000,2700,1901,1015000,3,578,415
3,1452,2000,2700,1901,635000,3,578,415
3,1452,2000,2700,1901,725000,3,578,415
3,1452,2000,2700,1901,490080,3,578,415
3,1452,2000,2700,1901,1015000,3,578,415
3,1452,2000,2700,1901,635000,3,578,415
3,1452,2000,2700,1901,725000,3,578,415
3,1452,2000,2700,1901,490080,3,578,415
3,1453,1848,2700,2004,710000,3,581,414
3,1453,1848,2700,2004,710000,3,581,414
3,1454,2531,5653,2015,899000,3,588,413
3,1454,1332,1900,1901,362500,3,588,413
3,1454,2773,3125,2003,840000,3,588,413
3,1454,2531,5653,2015,899000,3,588,413
3,1454,1332,1900,1901,362500,3,588,413
3,1454,2773,3125,2003,840000,3,588,413
3,1457,2427,1976,1920,975000,3,573,413
3,1457,2427,1976,1920,600000,3,573,413
3,1457,1790,3300,1920,999000,3,573,413
3,1457,1790,3300,1920,581950,3,573,413
3,1457,2427,1976,1920,975000,3,573,413
3,1457,2427,1976,1920,600000,3,573,413
3,1457,1790,3300,1920,999000,3,573,413
3,1457,1790,3300,1920,581950,3,573,413
3,1459,2555,2700,1899,300000,3,583,412
3,1459,1520,2500,1899,475000,3,583,412
3,1459,2555,2700,1899,300000,3,583,412
3,1459,1520,2500,1899,475000,3,583,412
3,1464,2555,3300,1899,590000,3,581,411
3,1464,2144,4400,1910,600000,3,581,411
3,1464,2660,3255,1899,625000,3,581,411
3,1464,2555,3180,1899,695000,3,581,411
3,1464,1912,2955,1899,480000,3,581,411
3,1464,2555,3300,1899,590000,3,581,411
3,1464,2144,4400,1910,600000,3,581,411
3,1464,2660,3255,1899,625000,3,581,411
3,1464,2555,3180,1899,695000,3,581,411
3,1464,1912,2955,1899,480000,3,581,411
3,1467,52501,72000,1973,575000,3,577,409
3,1467,52501,72000,1973,575000,3,577,409
3,1468,1600,2610,1920,625000,3,580,408
3,1468,2000,2748,1920,432000,3,580,408
3,1468,1600,2610,1920,625000,3,580,408
3,1468,2000,2748,1920,432000,3,580,408
3,1471,1735,1464,1920,355000,3,578,406
3,1471,1070,3060,2005,490000,3,578,406
3,1471,1735,1464,1920,355000,3,578,406
3,1471,1070,3060,2005,490000,3,578,406
3,1473,2340,1900,1930,895000,3,572,404
3,1473,2340,1900,1930,895000,3,572,404
3,1474,1600,3840,2008,700000,3,576,403
3,1474,1600,3840,2008,700000,3,576,403
3,1475,3020,3360,1910,700000,3,573,402
3,1475,3020,3360,1910,700000,3,573,402
3,1478,1178,3534,1901,1200000,3,568,450
3,1478,1178,3534,1901,1200000,3,568,450
3,1480,2500,5750,1901,1100000,3,572,448
3,1480,2500,5750,1901,1100000,3,572,448
3,1481,2500,3000,1910,800000,3,569,446
3,1481,2500,3000,1910,185000,3,569,446
3,1481,2500,2400,1899,850000,3,569,446
3,1481,2000,4300,2006,291000,3,569,446
3,1481,2500,3000,1910,800000,3,569,446
3,1481,2500,3000,1910,185000,3,569,446
3,1481,2500,2400,1899,850000,3,569,446
3,1481,2000,4300,2006,291000,3,569,446
3,1484,4000,10400,1920,2250000,3,576,445
3,1484,4000,10400,1920,2250000,3,576,445
3,1485,1366,2295,1899,210000,3,572,442
3,1485,1950,4292,1899,715000,3,572,442
3,1485,1366,2295,1899,210000,3,572,442
3,1485,1950,4292,1899,715000,3,572,442
3,1487,1900,2280,1899,1275000,3,572,441
3,1487,1500,3600,1901,1070000,3,572,441
3,1487,1500,3600,1901,1014872,3,572,441
3,1487,1833,2199,1899,1595000,3,572,441
3,1487,1833,2199,1899,1400000,3,572,441
3,1487,2500,4875,1905,1850000,3,572,441
3,1487,1440,4400,1905,734000,3,572,441
3,1487,1900,2280,1899,1275000,3,572,441
3,1487,1500,3600,1901,1070000,3,572,441
3,1487,1500,3600,1901,1014872,3,572,441
3,1487,1833,2199,1899,1595000,3,572,441
3,1487,1833,2199,1899,1400000,3,572,441
3,1487,2500,4875,1905,1850000,3,572,441
3,1487,1440,4400,1905,734000,3,572,441
3,1488,2025,2856,1992,995000,3,577,441
3,1488,2025,2856,1992,995000,3,577,441
3,1491,1600,2400,1910,1490000,3,577,440
3,1491,2000,3300,1899,1490000,3,577,440
3,1491,2500,4875,1910,1850000,3,577,440
3,1491,1600,2400,1910,1490000,3,577,440
3,1491,2000,3300,1899,1490000,3,577,440
3,1491,2500,4875,1910,1850000,3,577,440
3,1493,1800,2430,1899,999950,3,570,438
3,1493,1800,2430,1899,1400000,3,570,438
3,1493,1800,2430,1899,931000,3,570,438
3,1493,1750,2364,1899,955000,3,570,438
3,1493,2300,3703,2014,1445000,3,570,438
3,1493,2300,3703,2014,1589372,3,570,438
3,1493,1800,2430,1899,999950,3,570,438
3,1493,1800,2430,1899,1400000,3,570,438
3,1493,1800,2430,1899,931000,3,570,438
3,1493,1750,2364,1899,955000,3,570,438
3,1493,2300,3703,2014,1445000,3,570,438
3,1493,2300,3703,2014,1589372,3,570,438
3,1496,1800,2430,1899,1260000,3,572,436
3,1496,1728,1620,1910,690000,3,572,436
3,1496,1800,2268,1899,850000,3,572,436
3,1496,1800,2430,1899,1260000,3,572,436
3,1496,1728,1620,1910,690000,3,572,436
3,1496,1800,2268,1899,850000,3,572,436
3,1497,2000,4960,1910,950000,3,578,437
3,1497,2000,4960,1910,950000,3,578,437
3,1498,1750,4200,1905,400000,3,580,437
3,1498,1750,4200,1905,400000,3,580,437
3,1500,1833,2475,1899,1500000,3,572,435
3,1500,2000,1800,1909,689000,3,572,435
3,1500,1833,2475,1899,1500000,3,572,435
3,1500,2000,1800,1909,689000,3,572,435
3,1501,2000,3300,1910,205000,3,578,435
3,1501,2000,3300,1910,309000,3,578,435
3,1501,1733,2184,1899,150000,3,578,435
3,1501,1950,4292,1910,1190000,3,578,435
3,1501,2000,3300,1910,205000,3,578,435
3,1501,2000,3300,1910,309000,3,578,435
3,1501,1733,2184,1899,150000,3,578,435
3,1501,1950,4292,1910,1190000,3,578,435
3,1502,1420,2238,1931,894000,3,580,436
3,1502,1420,2238,1899,590000,3,580,436
3,1502,2000,2700,1899,1480000,3,580,436
3,1502,1420,2238,1931,894000,3,580,436
3,1502,1420,2238,1899,590000,3,580,436
3,1502,2000,2700,1899,1480000,3,580,436
3,1503,1520,2565,1901,739388,3,586,437
3,1503,1897,3600,2007,993000,3,586,437
3,1503,1520,2565,1901,739388,3,586,437
3,1503,1897,3600,2007,993000,3,586,437
3,1504,1800,3096,1899,1549000,3,572,433
3,1504,1800,3096,1899,1200000,3,572,433
3,1504,2158,5720,1910,2200000,3,572,433
3,1504,1800,3096,1899,1549000,3,572,433
3,1504,1800,3096,1899,1200000,3,572,433
3,1504,2158,5720,1910,2200000,3,572,433
3,1505,2000,3300,1899,965000,3,578,434
3,1505,2000,3300,1899,605000,3,578,434
3,1505,2000,2655,1899,1440000,3,578,434
3,1505,1950,3900,1899,1735000,3,578,434
3,1505,2000,3300,1899,965000,3,578,434
3,1505,2000,3300,1899,605000,3,578,434
3,1505,2000,2655,1899,1440000,3,578,434
3,1505,1950,3900,1899,1735000,3,578,434
3,1506,1850,2331,1910,1487500,3,583,434
3,1506,1850,2331,1910,475000,3,583,434
3,1506,2000,2700,1910,869000,3,583,434
3,1506,2000,2700,1910,980000,3,583,434
3,1506,1850,2331,1910,1487500,3,583,434
3,1506,1850,2331,1910,475000,3,583,434
3,1506,2000,2700,1910,869000,3,583,434
3,1506,2000,2700,1910,980000,3,583,434
3,1507,1800,2268,1901,1200000,3,584,435
3,1507,1800,2268,1901,850000,3,584,435
3,1507,1800,2268,1901,1250000,3,584,435
3,1507,1800,2430,1901,1430000,3,584,435
3,1507,1800,2268,1901,1267000,3,584,435
3,1507,1800,2268,1901,1200000,3,584,435
3,1507,1800,2268,1901,850000,3,584,435
3,1507,1800,2268,1901,1250000,3,584,435
3,1507,1800,2430,1901,1430000,3,584,435
3,1507,1800,2268,1901,1267000,3,584,435
3,1508,1725,2175,1901,1200000,3,572,431
3,1508,1967,2952,1910,423700,3,572,431
3,1508,1975,2964,1910,155000,3,572,431
3,1508,1725,2175,1901,1200000,3,572,431
3,1508,1967,2952,1910,423700,3,572,431
3,1508,1975,2964,1910,155000,3,572,431
3,1509,1933,2622,1899,1400000,3,575,432
3,1509,1933,2622,1899,1400000,3,575,432
3,1511,2000,2700,1901,315000,3,585,433
3,1511,2000,2700,1901,315000,3,585,433
3,1513,2500,1584,1899,652000,3,572,429
3,1513,2500,1584,1899,652000,3,572,429
3,1514,4500,2700,1920,1250000,3,578,431
3,1514,1500,3300,1910,850000,3,578,431
3,1514,1875,2532,1910,740013,3,578,431
3,1514,4500,2700,1920,1250000,3,578,431
3,1514,1500,3300,1910,850000,3,578,431
3,1514,1875,2532,1910,740013,3,578,431
3,1515,1900,2565,1899,800000,3,584,431
3,1515,1900,4180,1899,975000,3,584,431
3,1515,1900,2565,1899,800000,3,584,431
3,1515,1900,4180,1899,975000,3,584,431
3,1516,2000,3600,1910,825000,3,588,432
3,1516,2000,3600,1910,825000,3,588,432
3,1517,1166,3300,1925,700000,3,590,432
3,1517,2000,2700,1910,1205000,3,590,432
3,1517,2600,5460,1910,2300000,3,590,432
3,1517,1166,3300,1925,700000,3,590,432
3,1517,2000,2700,1910,1205000,3,590,432
3,1517,2600,5460,1910,2300000,3,590,432
3,1519,1708,3756,2007,899000,3,579,428
3,1519,1683,2019,1899,840000,3,579,428
3,1519,1683,2019,1899,570000,3,579,428
3,1519,2037,2627,1996,730000,3,579,428
3,1519,1708,3756,2007,899000,3,579,428
3,1519,1683,2019,1899,840000,3,579,428
3,1519,1683,2019,1899,570000,3,579,428
3,1519,2037,2627,1996,730000,3,579,428
3,1520,1783,2139,1920,165000,3,584,430
3,1520,1800,4040,1931,1210000,3,584,430
3,1520,1800,4040,1931,1026000,3,584,430
3,1520,1783,2139,1920,165000,3,584,430
3,1520,1800,4040,1931,1210000,3,584,430
3,1520,1800,4040,1931,1026000,3,584,430
3,1521,1558,2103,1899,759000,3,588,430
3,1521,1558,2103,1899,989000,3,588,430
3,1521,1114,2103,1899,695000,3,588,430
3,1521,5625,5385,1931,1300000,3,588,430
3,1521,1558,2103,1899,759000,3,588,430
3,1521,1558,2103,1899,989000,3,588,430
3,1521,1114,2103,1899,695000,3,588,430
3,1521,5625,5385,1931,1300000,3,588,430
3,1522,1500,4400,1899,729000,3,593,431
3,1522,2000,2700,1899,997600,3,593,431
3,1522,2000,2700,1899,800000,3,593,431
3,1522,2500,5300,2007,750000,3,593,431
3,1522,1280,2208,1925,510000,3,593,431
3,1522,1500,4400,1899,729000,3,593,431
3,1522,2000,2700,1899,997600,3,593,431
3,1522,2000,2700,1899,800000,3,593,431
3,1522,2500,5300,2007,750000,3,593,431
3,1522,1280,2208,1925,510000,3,593,431
3,1526,2500,1908,1910,730000,3,584,428
3,1526,2500,1908,1910,565000,3,584,428
3,1526,2067,2880,1995,740000,3,584,428
3,1526,2500,1908,1910,730000,3,584,428
3,1526,2500,1908,1910,565000,3,584,428
3,1526,2067,2880,1995,740000,3,584,428
3,1527,2500,2994,2001,505000,3,587,428
3,1527,2500,2994,2001,230000,3,587,428
3,1527,3200,2700,2001,480000,3,587,428
3,1527,2500,5200,2006,586000,3,587,428
3,1527,2500,2994,2001,505000,3,587,428
3,1527,2500,2994,2001,230000,3,587,428
3,1527,3200,2700,2001,480000,3,587,428
3,1527,2500,5200,2006,586000,3,587,428
3,1528,2000,3600,1920,245000,3,592,429
3,1528,2000,3600,1920,245000,3,592,429
3,1530,883,1764,1901,580000,3,574,425
3,1530,883,1764,1901,580000,3,574,425
3,1531,1156,926,1910,825000,3,579,425
3,1531,1975,1140,1910,175000,3,579,425
3,1531,1156,926,1910,825000,3,579,425
3,1531,1975,1140,1910,175000,3,579,425
3,1532,1600,2560,1910,1075000,3,583,426
3,1532,1600,2560,1910,619000,3,583,426
3,1532,1600,2560,1910,855000,3,583,426
3,1532,2817,2548,1999,830000,3,583,426
3,1532,1600,2560,1910,1075000,3,583,426
3,1532,1600,2560,1910,619000,3,583,426
3,1532,1600,2560,1910,855000,3,583,426
3,1532,2817,2548,1999,830000,3,583,426
3,1533,2500,4000,1920,680000,3,586,427
3,1533,2500,4000,1920,680000,3,586,427
3,1534,2500,3250,1931,775000,3,594,427
3,1534,1500,2100,1899,310000,3,594,427
3,1534,1500,1575,1899,858000,3,594,427
3,1534,1159,2727,1899,400000,3,594,427
3,1534,1800,2970,1899,350000,3,594,427
3,1534,3000,5850,1907,1230000,3,594,427
3,1534,1500,1575,1899,1070000,3,594,427
3,1534,2500,3250,1931,775000,3,594,427
3,1534,1500,2100,1899,310000,3,594,427
3,1534,1500,1575,1899,858000,3,594,427
3,1534,1159,2727,1899,400000,3,594,427
3,1534,1800,2970,1899,350000,3,594,427
3,1534,3000,5850,1907,1230000,3,594,427
3,1534,1500,1575,1899,1070000,3,594,427
3,1537,1540,3000,1899,730000,3,583,425
3,1537,1540,3000,1899,730000,3,583,425
3,1538,1500,2430,1899,798737,3,587,425
3,1538,1500,2430,1899,798737,3,587,425
3,1539,1300,1856,1910,950000,3,593,426
3,1539,1625,1836,1910,600000,3,593,426
3,1539,1900,2251,1910,260000,3,593,426
3,1539,1900,2255,1910,585000,3,593,426
3,1539,1875,2187,1910,734000,3,593,426
3,1539,1575,1719,1910,500000,3,593,426
3,1539,1300,1856,1910,950000,3,593,426
3,1539,1625,1836,1910,600000,3,593,426
3,1539,1900,2251,1910,260000,3,593,426
3,1539,1900,2255,1910,585000,3,593,426
3,1539,1875,2187,1910,734000,3,593,426
3,1539,1575,1719,1910,500000,3,593,426
3,1540,1800,2994,1910,500000,3,596,427
3,1540,1231,3177,2005,670000,3,596,427
3,1540,1500,2250,1901,1087000,3,596,427
3,1540,2500,4875,1910,1690000,3,596,427
3,1540,3796,1986,1927,675000,3,596,427
3,1540,1800,2994,1910,500000,3,596,427
3,1540,1231,3177,2005,670000,3,596,427
3,1540,1500,2250,1901,1087000,3,596,427
3,1540,2500,4875,1910,1690000,3,596,427
3,1540,3796,1986,1927,675000,3,596,427
3,1544,1500,1420,1899,490000,3,599,425
3,1544,1500,1420,1899,490000,3,599,425
3,1547,12697,11674,1927,1762000,3,606,422
3,1547,12697,11674,1927,1762000,3,606,422
3,1549,1533,1625,1899,540000,3,577,424
3,1549,1533,1625,1899,540000,3,577,424
3,1551,1500,1935,1915,800000,3,590,423
3,1551,1667,1972,1920,327349,3,590,423
3,1551,2000,2700,1920,650000,3,590,423
3,1551,1600,3800,1927,770276,3,590,423
3,1551,1500,1935,1915,800000,3,590,423
3,1551,1667,1972,1920,327349,3,590,423
3,1551,2000,2700,1920,650000,3,590,423
3,1551,1600,3800,1927,770276,3,590,423
3,1552,2000,2922,1905,1280000,3,591,423
3,1552,2000,2790,1905,725000,3,591,423
3,1552,2000,5200,1910,820000,3,591,423
3,1552,2000,5200,1910,1100000,3,591,423
3,1552,10000,12000,1910,4200000,3,591,423
3,1552,2000,2922,1905,1280000,3,591,423
3,1552,2000,2790,1905,725000,3,591,423
3,1552,2000,5200,1910,820000,3,591,423
3,1552,2000,5200,1910,1100000,3,591,423
3,1552,10000,12000,1910,4200000,3,591,423
3,1553,1667,1650,1899,350000,3,596,423
3,1553,1667,1950,1899,895000,3,596,423
3,1553,1667,1650,1899,350000,3,596,423
3,1553,1667,1950,1899,895000,3,596,423
3,1554,1750,2070,1910,555000,3,600,422
3,1554,1750,2070,1910,555000,3,600,422
3,1556,5610,5610,1921,2500000,3,572,422
3,1556,5610,5610,1921,2500000,3,572,422
3,1557,1550,2124,1920,278000,3,574,422
3,1557,2070,2640,2002,400000,3,574,422
3,1557,1550,2124,1920,278000,3,574,422
3,1557,2070,2640,2002,400000,3,574,422
3,1558,3750,5664,1910,1700000,3,575,422
3,1558,3750,5664,1910,1700000,3,575,422
3,1560,1463,1625,1910,235800,3,579,423
3,1560,1463,1625,1910,740000,3,579,423
3,1560,1950,3120,1905,905000,3,579,423
3,1560,1487,1992,1910,949000,3,579,423
3,1560,1463,1625,1910,235800,3,579,423
3,1560,1463,1625,1910,740000,3,579,423
3,1560,1950,3120,1905,905000,3,579,423
3,1560,1487,1992,1910,949000,3,579,423
3,1561,1658,2040,1901,965000,3,579,423
3,1561,2352,3200,1910,750000,3,579,423
3,1561,1950,3600,1901,740500,3,579,423
3,1561,1658,2040,1901,965000,3,579,423
3,1561,2352,3200,1910,750000,3,579,423
3,1561,1950,3600,1901,740500,3,579,423
3,1562,1950,2700,1899,825000,3,581,423
3,1562,4508,16008,1910,3800000,3,581,423
3,1562,1950,2700,1899,825000,3,581,423
3,1562,4508,16008,1910,3800000,3,581,423
3,1564,1387,1848,1899,955000,3,585,421
3,1564,1387,1848,1899,955000,3,585,421
3,1565,1790,3480,1899,800000,3,586,422
3,1565,1611,2360,1899,140000,3,586,422
3,1565,1522,2138,1899,425000,3,586,422
3,1565,1790,3480,1899,800000,3,586,422
3,1565,1611,2360,1899,140000,3,586,422
3,1565,1522,2138,1899,425000,3,586,422
3,1566,1639,1530,1901,170000,3,588,420
3,1566,1639,1530,1901,270000,3,588,420
3,1566,1653,2565,1901,999500,3,588,420
3,1566,1639,1530,1901,170000,3,588,420
3,1566,1639,1530,1901,270000,3,588,420
3,1566,1653,2565,1901,999500,3,588,420
3,1567,1682,2550,1901,656771,3,590,420
3,1567,1640,4233,1910,818500,3,590,420
3,1567,1682,2550,1901,656771,3,590,420
3,1567,1640,4233,1910,818500,3,590,420
3,1568,1253,1242,1901,195000,3,591,421
3,1568,2280,2296,1901,386500,3,591,421
3,1568,1253,1242,1901,195000,3,591,421
3,1568,2280,2296,1901,386500,3,591,421
3,1570,1498,4348,2005,390000,3,594,421
3,1570,1681,1814,1910,842500,3,594,421
3,1570,1498,4348,2005,390000,3,594,421
3,1570,1681,1814,1910,842500,3,594,421
3,1571,1740,1848,1910,625000,3,596,421
3,1571,1740,1848,1910,625000,3,596,421
3,1572,1833,1444,1910,500000,3,597,420
3,1572,3142,4491,2006,365000,3,597,420
3,1572,2465,3750,1910,625000,3,597,420
3,1572,1833,1444,1910,500000,3,597,420
3,1572,3142,4491,2006,365000,3,597,420
3,1572,2465,3750,1910,625000,3,597,420
3,1573,1550,2448,1920,820000,3,599,421
3,1573,1564,2088,1920,537000,3,599,421
3,1573,1550,2448,1920,820000,3,599,421
3,1573,1564,2088,1920,537000,3,599,421
3,1578,5736,9825,1920,5200000,3,539,471
3,1578,1250,5000,1920,1200000,3,539,471
3,1578,5736,9825,1920,5200000,3,539,471
3,1578,1250,5000,1920,1200000,3,539,471
3,1579,8590,57125,1920,12769851,3,542,470
3,1579,8590,57125,1920,12769851,3,542,470
3,1582,1326,3000,1925,450000,3,545,467
3,1582,1326,3000,1925,450000,3,545,467
3,1586,4000,2880,1899,850000,3,550,464
3,1586,6505,14615,2007,5900000,3,550,464
3,1586,4000,2880,1899,850000,3,550,464
3,1586,6505,14615,2007,5900000,3,550,464
3,1591,1800,2322,1899,999000,3,541,460
3,1591,2000,2400,1931,1040000,3,541,460
3,1591,1800,2322,1899,999000,3,541,460
3,1591,2000,2400,1931,1040000,3,541,460
3,1594,1833,2091,1899,900000,3,543,458
3,1594,1875,2643,1899,352000,3,543,458
3,1594,1833,2091,1899,900000,3,543,458
3,1594,1875,2643,1899,352000,3,543,458
3,1596,1667,4264,2004,648300,3,555,460
3,1596,1983,2676,1991,700000,3,555,460
3,1596,1667,4264,2004,648300,3,555,460
3,1596,1983,2676,1991,700000,3,555,460
3,1600,2820,5280,1931,2400000,3,557,459
3,1600,2820,5280,1931,2400000,3,557,459
3,1601,2000,3600,1931,925000,3,543,455
3,1601,2000,3600,1931,925000,3,543,455
3,1602,1800,3240,1899,1420000,3,547,455
3,1602,1250,2250,1931,322600,3,547,455
3,1602,1800,3240,1899,1420000,3,547,455
3,1602,1250,2250,1931,322600,3,547,455
3,1605,2000,2700,1899,1185000,3,545,454
3,1605,2500,3200,1899,755000,3,545,454
3,1605,1875,3332,1899,1125000,3,545,454
3,1605,2000,1880,1931,988000,3,545,454
3,1605,12500,48166,1930,4625000,3,545,454
3,1605,2000,2700,1899,1185000,3,545,454
3,1605,2500,3200,1899,755000,3,545,454
3,1605,1875,3332,1899,1125000,3,545,454
3,1605,2000,1880,1931,988000,3,545,454
3,1605,12500,48166,1930,4625000,3,545,454
3,1606,1883,3388,1899,955000,3,550,454
3,1606,1883,3388,1899,955000,3,550,454
3,1607,1950,4292,1899,750000,3,552,455
3,1607,1950,4292,1899,750000,3,552,455
3,1609,2000,2700,1899,1450000,3,545,452
3,1609,1800,3240,1899,980000,3,545,452
3,1609,2750,4952,1931,1600000,3,545,452
3,1609,1950,2634,1899,1465000,3,545,452
3,1609,1942,3496,1899,1625000,3,545,452
3,1609,1967,3540,1899,1900000,3,545,452
3,1609,2000,2700,1899,1450000,3,545,452
3,1609,1800,3240,1899,980000,3,545,452
3,1609,2750,4952,1931,1600000,3,545,452
3,1609,1950,2634,1899,1465000,3,545,452
3,1609,1942,3496,1899,1625000,3,545,452
3,1609,1967,3540,1899,1900000,3,545,452
3,1610,1758,2373,1899,350000,3,547,452
3,1610,2100,2001,1899,625000,3,547,452
3,1610,1900,2280,1899,1450000,3,547,452
3,1610,1700,2295,1899,975000,3,547,452
3,1610,1700,1460,1931,1120000,3,547,452
3,1610,1758,2373,1899,350000,3,547,452
3,1610,2100,2001,1899,625000,3,547,452
3,1610,1900,2280,1899,1450000,3,547,452
3,1610,1700,2295,1899,975000,3,547,452
3,1610,1700,1460,1931,1120000,3,547,452
3,1612,1600,1920,1899,825000,3,558,454
3,1612,1600,1920,1899,825000,3,558,454
3,1614,1800,2352,1899,1250000,3,547,451
3,1614,1800,2352,1899,1250000,3,547,451
3,1615,1800,3024,1899,1102500,3,551,451
3,1615,2000,2400,1899,1665000,3,551,451
3,1615,1600,2400,1899,800000,3,551,451
3,1615,1800,3024,1899,1102500,3,551,451
3,1615,2000,2400,1899,1665000,3,551,451
3,1615,1600,2400,1899,800000,3,551,451
3,1616,1500,1890,1899,315000,3,553,451
3,1616,1500,1890,1899,315000,3,553,451
3,1617,2000,2880,1899,775000,3,559,453
3,1617,2000,2880,1899,500000,3,559,453
3,1617,2000,2580,1899,1150000,3,559,453
3,1617,2000,2880,1899,775000,3,559,453
3,1617,2000,2880,1899,500000,3,559,453
