borough,block,longitude,latitude
MN,1771,-73.9394363553,40.8034452183
BK,2483,-73.9548584464,40.7369895197
BK,6359,-74.0102206803,40.6116797274
QN,3381,-73.9086655358,40.7094306997
MN,150,-74.0066148237,40.7157085427
BK,5635,-73.9905862864,40.6349210041
BK,7927,-73.9278158666,40.6416346234
QN,4902,-73.799880789,40.7728200449
QN,5189,-73.8193219661,40.7571278372
QN,10722,-73.7382270471,40.7281566578
QN,10845,-73.7611191632,40.7110345538
QN,4898,-73.7996827661,40.7759283414
MN,568,-73.9946041378,40.7335916009
BX,5084,-73.8508130519,40.9016148094
BK,5793,-74.0128225117,40.6364296946
BX,5074,-73.855322334,40.9037024834
QN,886,-73.9258494646,40.7735023428
SI,613,-74.0858518932,40.627164745
SI,4600,-74.1541130229,40.5609544435
QN,1586,-73.8753079751,40.7418368298
QN,4855,-73.8099359043,40.7687651006
BX,4680,-73.8580628668,40.8841498248
BX,5766,-73.9015136611,40.8853320679
BK,3959,-73.8799566872,40.6799151414
BK,7354,-73.94970571,40.5981168389
QN,2675,-73.9091495995,40.7218136852
QN,6610,-73.823290835,40.7185335065
QN,7432,-73.7742344403,40.7476805306
SI,6212,-74.1736480831,40.5430056979
QN,299,-73.9369622604,40.7350906057
QN,1257,-73.8955473042,40.7521846658
QN,5307,-73.7929499897,40.7623999099
QN,4574,-73.7996911742,40.7948612606
MN,2016,-73.9368981643,40.8239614498
BX,3349,-73.876948458,40.8724788306
BX,2671,-73.9008921454,40.8261926417
BK,6276,-73.991774964,40.6070359802
BK,6833,-73.9448832217,40.6053075681
BK,7244,-73.9605422647,40.5853363962
SI,5622,-74.1744960703,40.5476102128
BK,7169,-73.975192109,40.5919123348
QN,3357,-73.8267801965,40.708559406
MN,2078,-73.9481350977,40.8270665339
BX,5316,-73.8225562292,40.8351065916
BK,5768,-74.0012511223,40.6233360164
BX,4776,-73.8371490689,40.8723657144
BX,5735,-73.9126633505,40.8822691342
BK,8369,-73.9117988421,40.622343791
QN,9617,-73.8174921588,40.7034653473
QN,8126,-73.7381761508,40.7689869592
QN,11554,-73.8368495379,40.6698212248
BK,8771,-73.9517530761,40.583952381
QN,2913,-73.8757563217,40.7278217761
QN,5196,-73.8181779379,40.755212145
MN,235,-73.9984173739,40.719153434
BK,1669,-73.937597099,40.6820972958
BK,1788,-73.9521168974,40.6894244322
BK,3841,-73.8918161502,40.6625168361
BK,5540,-73.9878818991,40.6195449836
BX,5347,-73.8371660818,40.8370340453
BK,1952,-73.9603502269,40.6877455351
QN,6919,-73.8036351294,40.734512086
QN,5958,-73.7757569239,40.7821248296
BX,2759,-73.8850563395,40.8221573635
BX,4221,-73.8420614496,40.8558124613
BK,6207,-73.9902544671,40.6113756903
BX,4264,-73.8609772421,40.8497670342
BK,2573,-73.9539106257,40.7286184849
BK,2191,-73.9635269034,40.7022550331
BK,7630,-73.9454379862,40.6240051001
QN,430,-73.9411393751,40.7495215139
QN,3582,-73.8946052061,40.696113896
QN,8846,-73.8645180285,40.6951393912
QN,13164,-73.741234182,40.6739602815
BX,3057,-73.8896540304,40.8578213199
BK,6332,-74.0012764783,40.6076312461
BK,2680,-73.9499962099,40.7232855773
QN,7201,-73.7842381676,40.7286426154
QN,4840,-73.8119866385,40.769979862
QN,13140,-73.7473336912,40.6710015455
SI,3660,-74.0928808023,40.5818262755
BK,187,-73.989812184,40.6878661319
QN,13712,-73.7501361468,40.6567322883
QN,11288,-73.7335172934,40.6983115915
SI,860,-74.0993213461,40.6002234272
SI,4632,-74.1464551662,40.5556194623
SI,7850,-74.2362596161,40.5094169597
BK,8475,-73.937769377,40.6107889259
BX,2433,-73.9146005657,40.8298209488
BK,1422,-73.9394098,40.6643348628
BK,3064,-73.9392984156,40.7070444399
BK,4183,-73.8659192917,40.6793265182
BK,2724,-73.9464525364,40.7194541641
BK,6396,-74.0102588971,40.6074204472
BK,1078,-73.9765601768,40.6703168335
BK,5171,-73.95100083,40.6432324495
BK,8662,-73.9654864527,40.5798590382
QN,5027,-73.816339238,40.7627569142
QN,4441,-73.8251155489,40.7910961046
QN,8753,-73.7100260253,40.7406195986
QN,8992,-73.8478618083,40.6892474891
QN,6363,-73.8318436064,40.7455321087
QN,8718,-73.7089276812,40.7449341718
SI,726,-74.1305072928,40.6095905804
SI,6740,-74.2036206165,40.5162731747
QN,2726,-73.9064127038,40.719036448
BX,4827,-73.8617164549,40.8889724765
BK,1565,-73.9134205945,40.6773317419
BK,7652,-73.9411940184,40.6215904253
BK,7375,-73.9564227155,40.5964300008
QN,1361,-73.8815570273,40.7632243986
QN,5245,-73.8046521982,40.7658663483
QN,4690,-73.8129116732,40.7803980598
QN,9203,-73.8407304855,40.6971041024
QN,5259,-73.7912565329,40.7669474868
BX,2981,-73.889346295,40.8330165882
BK,7613,-73.9450984435,40.6252654246
BK,1871,-73.9398723696,40.6785100704
BK,7637,-73.9390962019,40.6239519135
QN,6393,-73.8295967304,40.7404536947
QN,11667,-73.8154276126,40.6776811788
QN,11681,-73.8136697048,40.6761269491
SI,4793,-74.1147246433,40.5518360343
QN,6079,-73.7869111892,40.7660100939
BK,1332,-73.9445549673,40.6620559954
BK,5236,-73.9627557207,40.6343711754
BK,5424,-73.9701750247,40.6315752909
BK,3677,-73.9054885067,40.673160196
BK,8171,-73.8985306236,40.6481114754
QN,7523,-73.7518916076,40.7524278508
SI,227,-74.1265538165,40.6297607794
SI,4435,-74.1413685081,40.5696345038
BX,3180,-73.9038126163,40.8553354965
BK,292,-73.9940750909,40.6890576168
BK,1590,-73.9337311432,40.696000124
BK,2464,-73.9535379505,40.7073420515
BK,3699,-73.9002168375,40.6726525923
BK,5639,-73.9969747204,40.6378716426
BK,6403,-74.0050620316,40.6042713704
QN,4795,-73.8209936437,40.7727154514
QN,752,-73.9067788376,40.7592493129
BX,2564,-73.9135438698,40.8033776389
BX,4098,-73.8542559499,40.8467489281
BK,3388,-73.9149150978,40.6885626703
QN,10981,-73.7498040764,40.7037401139
QN,12364,-73.7783006077,40.6842536288
QN,15902,-73.788996526,40.5916381876
SI,5246,-74.1512150838,40.5455366609
SI,6165,-74.2110232579,40.5533052121
QN,12380,-73.7792573051,40.6791567842
BK,433,-73.9866822912,40.6792384683
QN,3499,-73.9022095911,40.7070257902
BX,2523,-73.9303021141,40.8338622373
QN,13627,-73.7279579133,40.6620028742
QN,11653,-73.8134494131,40.679757395
SI,1054,-74.138259438,40.6296215734
SI,3293,-74.0972163817,40.5944280782
SI,2393,-74.1538960402,40.5860515747
SI,5639,-74.1745886432,40.5523913577
BK,365,-74.001205866,40.6800208463
SI,3590,-74.1042009889,40.578028213
QN,4167,-73.8442665679,40.7803986216
BX,3967,-73.8513401795,40.8371960862
BX,2617,-73.9112366351,40.8167612287
BX,4059,-73.8543570624,40.8440924037
SI,3588,-74.1058789686,40.5788135871
SI,6214,-74.1731679389,40.5394065221
SI,4066,-74.1024394109,40.5643374227
BX,2939,-73.8915572559,40.8363536481
BX,3827,-73.8444834502,40.8302183695
QN,1203,-73.8989800596,40.7497808038
MN,2115,-73.943998546,40.8332918011
MN,1616,-73.9468498482,40.7964931113
QN,16046,-73.8000612921,40.59782873
QN,8785,-73.7111978119,40.7342854376
SI,1975,-74.1371756688,40.5989511702
QN,803,-73.9099803305,40.7697948257
QN,12678,-73.7531556008,40.6864239818
QN,15847,-73.7709778176,40.5940804106
BK,5775,-74.0024543626,40.6234635693
BK,7382,-73.947282952,40.5956889291
BK,7651,-73.9419173757,40.620395903
QN,702,-73.9093664517,40.7655382944
SI,3799,-74.0933881571,40.5740636797
BK,2118,-73.9726200898,40.68602979
BK,3253,-73.9262790886,40.6948892227
BX,2288,-73.9196301922,40.8122941623
BK,1331,-73.9467965022,40.6619024445
BK,4565,-73.8670765519,40.6614500939
BK,7213,-73.971640637,40.5874594514
QN,13588,-73.7301254492,40.6578574489
QN,14070,-73.8441948287,40.6512992229
SI,3814,-74.0929626211,40.572119352
BK,4271,-73.8630346771,40.6698656156
BK,2720,-73.9453345076,40.7206874424
BK,3896,-73.8924330893,40.680638646
BX,3813,-73.8530127579,40.8324926398
BX,3760,-73.8689590695,40.8299674992
BK,4479,-73.8745101543,40.6666079193
BK,4569,-73.8629444976,40.6628114101
BK,5234,-73.9641672352,40.6342857714
QN,13100,-73.7479204544,40.6778691555
QN,12871,-73.7346691863,40.6811807129
BX,3906,-73.8764961199,40.8387090651
BX,2726,-73.8930353187,40.8257928181
BX,2987,-73.8899732508,40.8309353472
BX,3930,-73.8589960557,40.833846141
BK,4814,-73.9493319676,40.6579893594
QN,3995,-73.8447921676,40.7874634
QN,3501,-73.901629269,40.7056621508
QN,15573,-73.7479838021,40.6022528262
QN,6828,-73.8080818924,40.722884361
SI,7074,-74.2176073951,40.5467022094
BK,3451,-73.9072614948,40.6848928398
BK,435,-73.9948997184,40.6816286122
BK,3939,-73.8862183767,40.6795320786
BK,2583,-73.9451336244,40.7300619214
BK,2539,-73.9583491466,40.7315497453
BK,8183,-73.9020678131,40.6432184818
QN,4899,-73.7993947904,40.7751913727
QN,10605,-73.7422696433,40.7175677972
BK,8258,-73.8965711407,40.6357414472
BK,8506,-73.9300870894,40.6125203771
BX,5107,-73.8498673516,40.9045020864
BK,459,-73.9967967902,40.6797326601
BK,5216,-73.948973992,40.6404988713
QN,3236,-73.8478344779,40.7224522327
QN,2421,-73.8962649031,40.7339163722
SI,3319,-74.0961757076,40.5898249383
BK,6503,-73.9727744149,40.6279610967
MN,1987,-73.9545868952,40.8189362581
BK,693,-74.0030701361,40.6539617739
BX,4036,-73.8629608526,40.8454601275
BK,2867,-73.9365244667,40.7168522646
QN,7229,-73.7860097202,40.7270622192
QN,4774,-73.8251573053,40.7706657079
SI,81,-74.0883304354,40.6387416763
QN,612,-73.9245306597,40.7604965013
QN,7002,-73.801858479,40.7239860015
SI,5694,-74.1761262935,40.5451269235
QN,12190,-73.7885590352,40.6862476644
BX,3739,-73.8789295615,40.8270962179
BK,3283,-73.9252845327,40.6923824548
BK,4194,-73.8724129394,40.6769325002
BK,5063,-73.9596750242,40.6539633682
BK,6565,-73.9722730918,40.6157541502
QN,3165,-73.8559499125,40.7227711969
BX,5394,-73.8320962506,40.8428355749
QN,3508,-73.8989038284,40.7008487757
QN,10475,-73.7577476359,40.7141903687
QN,13999,-73.8527951138,40.6558243556
QN,12020,-73.7947380558,40.6792766402
QN,8787,-73.7097520102,40.7356403722
QN,8972,-73.8528679086,40.6891481275
MN,1075,-73.9944654315,40.7632779456
MN,1710,-73.9336163501,40.796059428
MN,2007,-73.9410148596,40.8174112816
MN,907,-73.9803831104,40.7408854934
BX,5106,-73.8505347667,40.9054575897
BX,5127,-73.8440160423,40.9036795548
BK,3406,-73.9068736604,40.6943614806
BK,8272,-73.8859976034,40.6420167991
QN,3099,-73.8586656793,40.7265945433
QN,5359,-73.7877496725,40.7608916333
QN,9534,-73.8298298889,40.6839641559
QN,11513,-73.841784937,40.6729559898
QN,16185,-73.8329117761,40.5792089739
QN,10815,-73.7703602082,40.7105053791
QN,7899,-73.7248731003,40.7404880525
QN,13497,-73.7508878725,40.6637791746
SI,4656,-74.1295751157,40.5632027534
MN,1938,-73.9451021878,40.8138000598
BK,4969,-73.9427427896,40.6399433719
BK,530,-74.0094662084,40.6796686584
BK,6405,-74.0035848267,40.6034892907
MN,1263,-73.9787169513,40.7574566306
QN,2424,-73.8970087016,40.7353527372
QN,5124,-73.828684109,40.752430837
QN,12201,-73.7911934333,40.6824628344
QN,3810,-73.8661604865,40.7067310829
QN,14063,-73.8418341941,40.6524263558
QN,11099,-73.7439108506,40.7102549559
BK,1913,-73.9570235804,40.693724039
BK,8479,-73.934739221,40.6126446272
BK,8031,-73.9104251439,40.6319350624
SI,6023,-74.1944771969,40.5495278501
MN,1563,-73.9500294722,40.7750273353
MN,1300,-73.9732410257,40.7535121878
MN,2033,-73.9381704783,40.823302047
QN,327,-73.9425997501,40.7622137983
QN,824,-73.9079427092,40.7747134661
QN,8683,-73.7057132109,40.7485761839
SI,6147,-74.2079179767,40.5474387631
MN,2111,-73.9366500799,40.8382516234
MN,767,-73.9994110496,40.741627558
BK,7598,-73.9427762518,40.6280015692
BK,6991,-73.9885643802,40.5801998524
BX,4486,-73.839992176,40.8628913989
BX,4547,-73.8654626336,40.8691200973
QN,2740,-73.9025623921,40.7192341661
QN,6022,-73.7896726634,40.7701973167
QN,6205,-73.7823342235,40.7613788581
QN,4940,-73.7917580813,40.7677500224
QN,8904,-73.8658677555,40.6909078814
QN,15734,-73.7650384168,40.6039365424
BK,396,-73.9926117355,40.6855523023
BK,4059,-73.8873846315,40.6681402061
BK,3518,-73.9135589146,40.6672715995
BK,7262,-73.9629787646,40.5817804217
SI,2787,-74.1810186446,40.5999472073
BX,5025,-73.8426886815,40.8965600424
QN,590,-73.9243751356,40.7652697729
QN,4148,-73.8253039769,40.783594987
QN,3583,-73.8938442402,40.696718167
QN,13293,-73.7706760683,40.6647506578
SI,598,-74.0975938023,40.6174219983
BK,1390,-73.9324109056,40.6697780222
BK,8225,-73.8958885357,40.6412396434
MN,1379,-73.9680206886,40.7666658277
BX,3919,-73.8678458857,40.8396092266
BX,4739,-73.8487319014,40.8731842038
QN,1289,-73.8870353963,40.7485206194
SI,2966,-74.0740100061,40.6149140249
SI,3648,-74.1089170731,40.5715319567
QN,3952,-73.8414413029,40.7924405944
QN,5031,-73.8140764732,40.7626704835
QN,10532,-73.762127059,40.720463051
QN,11954,-73.8052473869,40.6842212807
BK,5252,-73.9484915695,40.6360528316
BK,5434,-73.9829422592,40.6328964413
QN,1985,-73.8586641324,40.7494895845
MN,1912,-73.9466388163,40.8104486233
BX,4746,-73.8452567946,40.8739093746
BX,2676,-73.9029124641,40.8184502047
QN,4962,-73.8348677883,40.7586795922
QN,8742,-73.7029517024,40.7428765292
QN,3595,-73.8927278546,40.6997271961
SI,626,-74.0887123893,40.6115538393
BK,986,-73.9809120169,40.6703898517
BK,4722,-73.9295159805,40.6486603079
SI,5674,-74.1807324114,40.554918522
BX,4123,-73.8601703811,40.8485856834
BX,2511,-73.9296356874,40.8306781222
BX,2828,-73.9085501728,40.850149706
BK,1419,-73.9323247214,40.665191527
SI,2264,-74.1323039421,40.576306817
QN,8588,-73.7217923527,40.7355289409
QN,11590,-73.8377904042,40.6643999319
QN,14185,-73.8372070664,40.6574712964
QN,9821,-73.7937637676,40.7099488105
BX,3459,-73.8517735971,40.8103525219
BK,5927,-74.0322210323,40.6331949074
BK,7552,-73.9535812096,40.6329791785
BK,8482,-73.9322022315,40.6137466488
BX,3526,-73.8580656111,40.8162353055
QN,808,-73.9049843717,40.7749871636
QN,12048,-73.792971304,40.6742495766
BX,5227,-73.8353719614,40.8781474605
BK,1715,-73.9564566043,40.6987036611
BK,4095,-73.8781121412,40.6908594889
BK,5289,-73.990172852,40.6445220727
BK,5417,-73.9708385263,40.6332671996
BX,3182,-73.9024357477,40.857462643
QN,9610,-73.8126260717,40.685306946
QN,11725,-73.8200828342,40.6736709663
QN,5947,-73.776443709,40.7866876036
QN,7662,-73.7490520289,40.7478308321
BX,2696,-73.8979775223,40.8206611295
QN,741,-73.9076656775,40.7613670004
SI,6875,-74.2013827272,40.5371422961
SI,6585,-74.191164526,40.5303723816
BX,4262,-73.8630340238,40.8500691046
BX,3757,-73.8624026964,40.8291934205
BX,3804,-73.8558242528,40.8321806167
BK,1267,-73.9545336999,40.6697846342
BK,867,-73.9900217322,40.6633869759
BX,5407,-73.8245172922,40.8398872591
BK,6674,-73.9791180784,40.6021206629
BX,2792,-73.9067906048,40.8444108599
QN,11518,-73.8377154153,40.6733432134
SI,4055,-74.1076480935,40.5608603297
SI,6356,-74.1640803149,40.530042979
BX,3868,-73.8746997758,40.8334790874
BX,4054,-73.8628604215,40.8476681358
BX,2411,-73.9188779968,40.8182585957
QN,965,-73.8978789019,40.7698798257
SI,5773,-74.1861741426,40.5536670185
SI,5323,-74.1636855146,40.5425490652
BX,4233,-73.8322469099,40.8516934288
BK,1226,-73.9501795322,40.6745046772
BK,1069,-73.9761739298,40.6726857812
QN,5685,-73.7791125471,40.7450343252
QN,8879,-73.8543194633,40.6971499386
QN,3787,-73.877551465,40.7081107141
SI,6970,-74.209189365,40.5387836147
SI,5711,-74.1835905044,40.5494902973
BX,2379,-73.9134283913,40.8215898449
BK,6513,-73.9663454886,40.6280836211
BK,5632,-73.9975511158,40.6386273764
BK,8438,-73.9051714931,40.6165641235
BX,4462,-73.852444335,40.8647696808
SI,4038,-74.1088146666,40.564148935
BX,3369,-73.8718237153,40.8964885493
BK,4893,-73.9403884359,40.6503093037
BK,6777,-73.9586703314,40.6087210056
BK,6168,-74.0013522325,40.6208065106
MN,2130,-73.9352826067,40.8436386339
MN,1412,-73.9601583428,40.7741897647
BX,4848,-73.8576050382,40.885941358
QN,10349,-73.7718682283,40.7010038334
QN,13116,-73.7494089278,40.6750559999
QN,15817,-73.758841933,40.5946897727
QN,2988,-73.8768486949,40.7185979034
QN,12600,-73.7617004484,40.6904437837
QN,8128,-73.7402987278,40.772101242
SI,3274,-74.0702731606,40.596213446
MN,1535,-73.9503425382,40.7800685806
MN,1966,-73.9556660317,40.8136065046
MN,1416,-73.9652235416,40.7627140511
BX,2618,-73.9091504322,40.8206360712
QN,8871,-73.8533050061,40.6943493089
BK,5992,-74.0180257569,40.6216335518
QN,1893,-73.8672736535,40.7388657032
QN,10932,-73.7610953851,40.7051922208
QN,12933,-73.7445510767,40.6800326078
SI,4463,-74.1466704318,40.5701909849
MN,1144,-73.9801151569,40.7787791314
QN,13675,-73.7303644626,40.6525339145
BK,4153,-73.8771893498,40.6773376208
QN,1910,-73.8667730289,40.7360090498
BK,964,-73.9821114389,40.6744044977
BK,7413,-73.9584895706,40.5916274563
QN,614,-73.9235296957,40.7617261869
QN,720,-73.9096950584,40.7618626043
QN,13988,-73.8429104395,40.6591376167
QN,9429,-73.8315335073,40.6862255356
SI,6220,-74.1755658477,40.5417369991
QN,852,-73.9182429163,40.7736915799
BK,2145,-73.9664699159,40.7085662243
QN,1575,-73.8723252692,40.7454573509
QN,2940,-73.8759565608,40.7244436144
QN,5451,-73.7947509522,40.7548320983
QN,6847,-73.8058272752,40.7251576828
QN,10006,-73.8096801271,40.696924703
SI,3630,-74.1176038745,40.575278663
SI,5381,-74.1628635297,40.5330182154
BX,3237,-73.9062406615,40.8686733644
QN,10662,-73.7438845959,40.7266610528
QN,13982,-73.8489884159,40.6587995455
QN,2796,-73.8925036143,40.7263910447
BK,7260,-73.9658538806,40.5815695104
SI,658,-74.0999976288,40.6122508031
BX,2774,-73.888084175,40.8078327733
BX,2529,-73.9264473851,40.8396995321
QN,6391,-73.8304278021,40.7396787913
QN,8260,-73.7334735312,40.771944015
QN,11088,-73.7445806208,40.7126428947
QN,1778,-73.8586462433,40.7526948979
BK,2748,-73.947186296,40.7160615107
BK,6103,-74.0310559125,40.6187092409
BK,6399,-74.0078951974,40.6063419949
QN,12702,-73.7580499723,40.6820942684
SI,3806,-74.0904287793,40.5738413191
BX,3111,-73.8852469277,40.8465833176
BX,2453,-73.9155555953,40.8345571905
QN,3421,-73.9174794844,40.70734163
QN,3865,-73.8563465955,40.7030949543
BK,4339,-73.8771615729,40.6649236364
BK,3237,-73.9194435385,40.704230796
BK,7682,-73.9463021528,40.6158919358
QN,3626,-73.8943846969,40.7052546313
QN,2831,-73.8910035014,40.7225599201
QN,11530,-73.8413911281,40.6713759398
QN,15569,-73.7414910991,40.6044504937
QN,4225,-73.8464731425,40.7783929808
BK,3292,-73.9141806906,40.7040287951
BK,7560,-73.9452593487,40.6328789365
QN,6392,-73.8284696553,40.741312207
QN,12397,-73.7745067942,40.6916877205
QN,11768,-73.8082645382,40.6713318399
SI,3125,-74.0623416854,40.5952746185
QN,3627,-73.8932641237,40.7049434269
QN,10027,-73.8051950032,40.6977467056
QN,15776,-73.7591527858,40.597478519
QN,7990,-73.7254626109,40.7274726083
BK,1053,-73.9882565951,40.6630627414
BK,5879,-74.0119777831,40.6282789873
BK,5561,-73.9905058757,40.6179011124
BX,2771,-73.8874096912,40.8088922538
QN,8657,-73.7219187484,40.7266456049
QN,12292,-73.7817441213,40.669724613
BK,1651,-73.9305387172,40.6856244918
QN,10272,-73.7797668791,40.6968720046
BX,4637,-73.8575856271,40.8733856847
QN,7274,-73.7765752949,40.7269779898
QN,8866,-73.8577826203,40.6963583241
QN,10417,-73.7684964104,40.6992405126
BK,6099,-74.0384594251,40.620316137
QN,845,-73.9128466613,40.7760099288
QN,5149,-73.8207032954,40.7487875663
QN,10516,-73.7729890657,40.7207365727
QN,10914,-73.7504714881,40.7092628145
QN,11614,-73.808264819,40.6843370884
SI,1475,-74.1446392845,40.6171924681
SI,5103,-74.1352954078,40.5528820252
QN,4132,-73.8414340327,40.7828079067
BK,5024,-73.9619031997,40.6621065755
QN,1392,-73.8743416525,40.7605735976
QN,11029,-73.7439938144,40.7013312116
QN,12275,-73.7793866107,40.6748818135
SI,3183,-74.0908178018,40.6013311873
MN,385,-73.9817746201,40.7220909078
BX,5877,-73.8999481404,40.9087740903
QN,5534,-73.7887141484,40.7555619069
QN,10463,-73.7650356996,40.7153502882
QN,16164,-73.8306455529,40.5817439066
SI,162,-74.1115216407,40.6338543011
QN,876,-73.9196213335,40.77674301
QN,3933,-73.8515029836,40.7908764848
QN,10735,-73.734438292,40.725094693
SI,1524,-74.1501643805,40.6110012906
MN,460,-73.9900093822,40.7268392057
MN,2218,-73.9225044345,40.8633070608
BX,5638,-73.7818832138,40.8392575321
QN,9055,-73.8552804343,40.6824759782
BK,7782,-73.9213578516,40.6298223688
QN,2414,-73.8987201561,40.7346641421
BK,7133,-73.9643865584,40.5965958828
QN,804,-73.9103806556,40.770971002
SI,4091,-74.1021909487,40.5611721356
SI,5271,-74.1474423883,40.5428925128
MN,548,-73.9946761223,40.7311219231
BX,4835,-73.8596736775,40.8937232928
BK,4754,-73.9143739423,40.6530961529
BK,7683,-73.9456029379,40.6167751508
QN,381,-73.9313176105,40.7526273768
QN,591,-73.9236271572,40.7652467462
QN,4822,-73.8150975193,40.7723983879
QN,4713,-73.8120127862,40.7766280379
QN,12470,-73.7682865543,40.6856283344
QN,16037,-73.7925563746,40.5943075448
MN,1039,-73.9891788889,40.7623464937
MN,611,-74.0003861519,40.7351245281
BK,4268,-73.8683398682,40.6718123312
BK,7848,-73.9267256729,40.6225755618
QN,409,-73.940032714,40.7538432008
QN,721,-73.9082355861,40.7620263824
QN,5770,-73.7945990005,40.7762319852
BK,5848,-74.0295743459,40.6393312141
QN,792,-73.9070209375,40.7700064392
QN,10402,-73.7645480809,40.6959246241
QN,10854,-73.7525413208,40.7125941824
SI,539,-74.0808866394,40.6252406663
BX,4202,-73.8499688277,40.8521401776
SI,2884,-74.0883573397,40.6108948067
SI,4447,-74.1506996756,40.5688744085
BK,3641,-73.9090046753,40.6535394302
BK,4630,-73.9236440815,40.6611558942
BK,4254,-73.8671552199,40.6744462413
BK,8735,-73.9499491193,40.5789556992
SI,1047,-74.1372392994,40.631837856
SI,1608,-74.1632244499,40.6156560109
SI,4054,-74.1074792522,40.5628689271
SI,5231,-74.159202899,40.5446707764
BK,1176,-73.9634469667,40.6729976367
BK,1428,-73.9395157283,40.6626239705
BK,6007,-74.0288955714,40.62577649
BK,5484,-73.9896428091,40.6290203349
QN,2819,-73.8876728525,40.7258080468
QN,2997,-73.8704094096,40.7230048964
QN,8118,-73.7393890722,40.7683953866
BK,7394,-73.9602941971,40.5935886806
SI,3337,-74.0906207433,40.5893449061
BK,4012,-73.8876147855,40.6727935648
BK,6621,-73.9836867705,40.6062614461
BK,791,-74.012132227,40.6461109147
BK,4420,-73.880164492,40.6559087511
QN,12073,-73.8000015359,40.6710819835
QN,13326,-73.7612125337,40.6652920263
SI,3844,-74.0848931218,40.5761823008
SI,5141,-74.1424912192,40.5464181158
SI,4567,-74.1446541933,40.5574742402
SI,6232,-74.1819168625,40.5463817841
BX,3236,-73.9090265508,40.8646601247
BX,3717,-73.8745482755,40.8248062377
BK,1446,-73.9179793154,40.6747517823
BK,1280,-73.9564949919,40.6683665851
QN,3117,-73.8648463412,40.72468728
QN,9985,-73.8096502276,40.7018217766
BK,454,-73.985960373,40.6768682835
BK,185,-73.9825267779,40.6857011392
BK,598,-74.013456686,40.6756725963
BK,3642,-73.908029949,40.6534434111
BK,6259,-74.0022074541,40.6142577033
SI,1456,-74.1401049453,40.6190381593
SI,5422,-74.1578814395,40.5288769744
SI,7103,-74.2214066705,40.5484803685
SI,3221,-74.0832183997,40.5965512947
SI,3188,-74.0895197509,40.6004152743
SI,4327,-74.129327568,40.5733448925
BK,3285,-73.9223063047,40.69535476
BK,5948,-74.0319537462,40.6315959568
QN,13121,-73.7454159623,40.6743195398
BX,5589,-73.8172776531,40.8174424877
BX,5488,-73.814779634,40.8259807472
BX,2657,-73.9043530028,40.8211469848
BX,2533,-73.9268748319,40.841304128
BK,1564,-73.914110552,40.6772395914
BK,599,-74.0115000355,40.6740775148
QN,11828,-73.8273468836,40.6669173239
SI,2374,-74.1500186839,40.5870161884
SI,2224,-74.1688492108,40.6078017783
SI,3268,-74.0742994116,40.5974606893
SI,4421,-74.1359582329,40.5675334764
BX,2607,-73.9064636281,40.8267364319
BK,2728,-73.9434411754,40.721617455
BK,6888,-73.9956893414,40.5956143876
QN,9917,-73.7806432037,40.712069203
MN,193,-74.003834851,40.7191589543
SI,4092,-74.1032292765,40.5612145982
BK,4763,-73.9273342185,40.6458773321
BK,4735,-73.929203608,40.6478545074
BK,4702,-73.9255788768,40.6505111429
BK,6161,-73.9922418258,40.6164961139
QN,4625,-73.8206223876,40.7849294207
QN,1162,-73.9005001326,40.7543967391
QN,4956,-73.8286632427,40.7652949141
BK,4851,-73.9342559524,40.6558542858
BK,6971,-74.0056352435,40.5790709678
BK,5168,-73.9541791593,40.6430327261
SI,5025,-74.1353725665,40.5550005904
SI,6838,-74.1985609961,40.5371590387
BX,4004,-73.8765364618,40.8405408744
BX,4704,-73.8521118243,40.8822188283
QN,6414,-73.8204700811,40.7436681524
QN,3728,-73.8962491583,40.6927814703
BK,6026,-74.0257118021,40.6229953778
BK,5491,-73.9905982967,40.6276333105
BK,6240,-73.9909950986,40.6093021919
SI,1100,-74.1407672627,40.6335164378
MN,922,-73.9827333954,40.7330673114
QN,3265,-73.8451178875,40.7130339997
QN,3547,-73.9059339272,40.6993693901
BK,4898,-73.9352336952,40.6508559109
QN,16350,-73.9070879643,40.5596849776
MN,881,-73.9831885667,40.7410940469
BX,3354,-73.8745577441,40.8744937861
BK,5977,-74.0340807278,40.6291802896
BK,7739,-73.9232474118,40.6347037266
QN,658,-73.9187633406,40.7599628957
QN,664,-73.9129806498,40.7643298853
QN,10614,-73.7454364211,40.7190566575
BK,8627,-73.9057042457,40.6123449531
BK,6873,-73.994305276,40.5969579636
BK,8082,-73.8993892649,40.6292790999
SI,829,-74.0973026883,40.6072771653
MN,1053,-73.993272468,40.7599991393
SI,4047,-74.1056529645,40.5648903405
BK,3850,-73.8986176284,40.659749857
QN,3113,-73.8675557273,40.7235976951
QN,588,-73.9255371491,40.763310123
QN,1497,-73.8877866951,40.7448987458
QN,4530,-73.81056523,40.7896834939
BK,5656,-73.9917656097,40.6325413196
QN,13540,-73.7442963496,40.6582702716
BX,4879,-73.8476005536,40.8901640227
BK,4086,-73.8776599917,40.6686650584
QN,3513,-73.8994971984,40.7037262289
QN,14160,-73.8344960216,40.6630542604
BK,1823,-73.9499738014,40.684477956
BX,3331,-73.8792358588,40.8699815065
QN,3553,-73.90156655,40.6972878681
QN,10143,-73.7969344485,40.6936308131
BK,7316,-73.9596724423,40.5985888983
