type[com/res/mix],borough,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,# of bus_stop,# of subway_station,# of FELONY,# of VIOLATION,# of MISDEMEANOR,total # of poi,poi type 1,poi type 2,poi type 3,poi type 4,poi type 5,poi type 6,poi type 7,poi type 8,poi type 9,poi type 10,poi type 11,poi type 12,poi type 13,# of roads,total width of raods
2,3,800,1440,1931,925000,4,1,333,127,576,41,8,7,5,9,0,0,8,0,4,0,0,0,0,252,8511
1,3,1603,1024,1920,821000,5,3,259,115,538,25,7,7,0,2,0,2,2,1,2,0,0,2,0,210,7269
1,3,17000,18000,1931,8000000,1,0,0,5,2,273,128,579,24,7,8,1,2,1,2,0,0,2,0,228,7918
1,3,1603,1280,1925,725000,5,3,271,96,545,29,10,6,0,3,0,2,2,1,3,0,0,2,0,211,7229
1,3,2462,1921,1935,1300000,5,3,271,96,545,29,10,6,0,3,0,2,2,1,3,0,0,2,0,211,7229
1,3,2000,1453,1920,495000,0,1,281,104,435,32,8,7,2,3,0,2,4,1,5,0,0,0,0,235,8023
1,3,2003,1792,1925,700000,5,2,260,101,550,24,7,6,0,2,0,2,2,1,2,0,0,2,0,213,7374
1,3,2003,1156,1925,985000,5,2,260,101,550,24,7,6,0,2,0,2,2,1,2,0,0,2,0,213,7374
1,3,2279,2424,1925,1175000,3,0,278,111,462,26,6,6,1,3,0,2,3,1,4,0,0,0,0,244,8265
2,3,1603,1920,1930,800000,0,1,0,7,2,262,102,549,21,6,5,0,2,0,2,2,1,2,0,213,7418
2,3,1603,1024,1930,625000,0,1,0,7,2,262,102,549,21,6,5,0,2,0,2,2,1,2,0,213,7418
2,3,2000,2416,1930,925000,0,1,0,5,2,266,112,574,17,6,5,0,1,0,2,0,0,2,0,228,7945
2,3,4800,5760,1920,3100000,1,0,0,2,3,345,114,615,34,2,6,6,10,0,1,5,0,3,0,241,8212
2,3,1603,1360,1935,850000,0,1,0,7,2,255,79,469,16,5,4,1,1,1,1,0,0,2,0,247,8548
2,3,1900,1424,1930,825000,0,1,0,7,2,255,79,469,16,5,4,1,1,1,1,0,0,2,0,247,8548
1,3,4007,1922,1925,1634666,0,1,0,9,3,332,127,611,21,7,5,1,1,1,4,1,0,0,0,238,8209
1,3,2404,1368,1925,998000,0,1,0,9,3,332,127,611,21,7,5,1,1,1,4,1,0,0,0,238,8209
1,3,2003,1920,1925,900000,0,1,0,9,3,332,127,611,21,7,5,1,1,1,4,1,0,0,0,238,8209
1,3,1603,4001,1925,425000,5,2,404,172,710,22,4,6,1,4,1,1,3,0,2,0,0,0,0,237,8037
1,3,2504,1320,1930,995000,9,2,350,128,644,23,7,5,1,1,0,1,2,1,4,1,0,0,0,242,8417
0,3,10000,17100,1931,6250000,1,0,0,9,2,350,128,644,23,7,5,1,1,0,1,2,1,4,0,242,8417
2,3,2003,1958,1920,829000,0,1,0,6,3,353,151,690,18,6,5,1,1,0,3,1,0,0,0,227,7899
2,3,2133,2200,1931,950000,5,1,420,184,690,27,4,6,2,5,2,1,4,0,3,0,0,0,0,244,8317
1,3,2955,1462,1920,1500000,9,2,383,154,697,24,7,5,1,2,0,1,2,1,4,1,0,0,0,242,8405
1,3,2000,1536,1930,825000,0,1,0,8,2,388,160,691,15,2,5,1,1,1,3,1,0,0,0,240,8273
1,3,2400,2128,1930,350000,10,2,413,179,754,22,8,3,1,2,0,0,2,1,4,1,0,0,0,231,8045
1,3,2500,1752,1930,1255000,0,1,0,5,2,466,187,766,16,2,5,1,4,1,1,1,0,0,0,247,8444
1,3,2500,1650,1930,950000,0,1,0,5,2,466,187,766,16,2,5,1,4,1,1,1,0,0,0,247,8444
1,3,1800,1918,1925,875000,0,1,0,8,2,415,174,745,17,3,5,1,2,1,3,1,0,0,0,241,8333
1,3,1800,2392,1925,900000,0,1,0,8,2,415,174,745,17,3,5,1,2,1,3,1,0,0,0,241,8333
2,3,2000,1800,1931,900000,9,1,443,196,822,21,5,5,1,2,0,0,2,1,4,1,0,0,0,234,8149
1,3,3000,1588,1920,1400000,5,2,481,213,851,18,3,5,0,3,1,1,3,1,1,0,0,0,0,256,8750
1,3,2300,1600,1925,680500,8,2,534,240,976,17,6,2,1,1,0,0,2,1,3,1,0,0,0,245,8578
1,3,1550,1440,1920,960000,7,3,581,257,1061,16,6,1,1,2,0,0,2,1,2,1,0,0,0,246,8677
1,3,2483,1916,1915,900000,5,2,606,261,1052,18,7,1,1,2,0,0,2,1,3,1,0,0,0,283,10044
2,3,3000,4200,1931,2550000,0,0,1,6,2,513,240,918,9,3,1,0,2,1,1,0,0,0,0,240,8287
2,3,1700,2365,1925,645000,0,1,0,6,2,542,254,884,9,3,1,0,2,1,1,0,0,0,0,230,7874
1,3,2300,1648,1925,472500,6,2,625,278,1103,16,6,1,1,2,0,0,2,1,2,1,0,0,0,272,9807
2,3,2000,2720,1931,1900000,6,2,620,274,1052,17,6,1,1,3,0,0,2,1,2,1,0,0,0,272,9751
1,3,2475,1392,1925,1190000,0,1,0,5,2,627,279,1020,12,4,1,0,2,1,2,1,0,0,0,270,9607
2,3,1246,1300,1920,400000,6,2,679,283,1125,32,3,2,11,8,1,2,1,0,1,0,2,1,0,263,9307
0,3,4007,18000,2001,4000000,8,2,472,207,902,49,3,10,8,12,1,1,6,0,5,0,3,0,0,265,9115
2,3,6000,3040,1920,500000,4,0,336,149,555,44,6,9,5,8,0,1,7,1,7,0,0,0,0,257,8698
2,3,1402,1252,1920,980000,0,1,0,6,0,1009,341,1472,26,2,1,16,2,0,1,2,1,0,0,271,9300
1,3,3005,2088,1915,900000,6,2,352,146,623,41,5,6,5,9,1,0,8,0,4,0,2,1,0,263,8847
1,3,1302,1060,1915,980000,7,1,1037,301,1607,23,1,1,16,2,0,1,2,0,0,0,0,0,0,258,8540
1,3,1302,884,1915,830000,7,1,1037,301,1607,23,1,1,16,2,0,1,2,0,0,0,0,0,0,258,8540
1,3,1302,884,1915,990000,7,1,1037,301,1607,23,1,1,16,2,0,1,2,0,0,0,0,0,0,258,8540
2,3,2546,2600,1931,1225000,6,3,508,151,881,28,0,1,10,5,1,5,1,0,0,0,4,1,0,278,9648
1,3,8013,3063,1905,3000000,0,1,0,7,3,469,146,827,38,2,4,12,8,0,5,1,4,1,0,284,9621
1,3,1753,2213,1925,970000,4,3,407,135,744,37,1,5,7,9,0,5,2,0,3,0,4,1,0,256,8825
1,3,1750,2213,1925,1250000,4,3,407,135,744,37,1,5,7,9,0,5,2,0,3,0,4,1,0,256,8825
1,3,2090,3720,2005,1800000,5,3,443,157,808,36,2,5,6,10,0,5,1,0,2,0,4,1,0,269,9075
2,3,1352,1672,1925,700000,5,2,851,211,1333,22,1,0,16,2,1,0,2,0,0,0,0,0,0,272,8996
2,3,18000,18000,1964,9272205,1,0,0,7,2,811,179,1284,19,1,0,12,3,1,0,1,0,0,0,270,8983
1,3,2117,1152,1920,830000,2,2,579,169,976,32,3,3,14,2,1,5,0,0,0,0,4,0,0,261,8771
0,3,4000,4000,1960,1350000,1,0,0,3,2,547,195,922,31,2,4,13,0,2,5,0,4,0,0,270,9152
0,3,2525,3093,1987,2200000,7,1,673,158,1151,29,3,4,9,7,1,0,3,0,0,2,0,0,0,263,8888
2,3,2000,1936,1910,950000,2,3,559,219,934,38,2,1,16,4,2,5,4,0,0,0,4,0,0,267,9146
2,3,1200,2000,1931,980000,2,3,554,206,915,33,3,3,19,1,2,0,3,0,0,0,2,0,0,263,9024
1,3,1785,1520,1915,940000,6,1,525,177,866,32,5,1,16,4,2,0,2,0,0,2,0,0,0,256,8644
1,3,2200,1400,1915,910000,6,1,525,177,866,32,5,1,16,4,2,0,2,0,0,2,0,0,0,256,8644
1,3,5000,5900,1931,933380,1,0,0,8,2,903,375,1704,36,4,5,11,7,1,2,2,0,1,2,251,8462
0,3,15565,2212,1966,1338000,1,0,0,5,2,724,352,1552,29,5,5,3,7,1,5,0,0,2,0,268,9074
1,3,2667,1372,1925,960000,3,1,412,215,892,24,4,4,3,4,1,6,0,0,2,0,0,0,0,271,9123
2,3,4080,1488,1925,1050000,0,1,0,4,1,512,286,1159,29,7,3,5,4,1,6,1,0,1,0,286,9787
1,3,2000,2348,1915,1200000,4,1,492,272,1069,25,5,4,5,4,1,6,0,0,0,0,0,0,0,302,10212
1,3,2000,1600,1905,915000,4,1,492,272,1069,25,5,4,5,4,1,6,0,0,0,0,0,0,0,302,10212
1,3,2000,1600,1905,882500,4,1,492,272,1069,25,5,4,5,4,1,6,0,0,0,0,0,0,0,302,10212
1,3,2540,2144,1905,1030000,0,1,0,9,2,677,315,1382,34,5,5,8,8,2,1,2,0,0,2,270,9317
1,3,3915,1254,1925,1011000,0,1,0,2,0,257,151,495,14,2,3,2,3,0,2,1,0,0,0,262,8866
1,3,1465,1567,1925,810000,4,1,457,250,985,22,4,4,7,2,1,4,0,0,0,0,0,0,0,326,11010
2,3,1400,1192,1925,890000,0,1,0,5,1,638,348,1324,29,6,3,7,5,1,4,1,0,1,0,316,10602
1,3,1700,1540,1905,720000,0,1,0,9,2,665,321,1348,35,4,6,9,7,1,1,2,0,2,2,278,9568
2,3,1800,1760,1931,750000,0,0,1,5,1,636,344,1323,26,6,3,6,4,1,4,0,0,1,0,314,10479
1,3,1962,992,1920,819000,0,1,0,9,2,704,349,1443,32,4,6,9,6,1,1,1,0,2,1,282,9714
1,3,945,1224,1925,842000,0,1,0,1,0,282,167,503,14,2,2,2,3,0,2,2,0,0,0,278,9317
1,3,1900,1470,1925,870000,0,1,0,1,0,282,167,503,14,2,2,2,3,0,2,2,0,0,0,278,9317
1,3,1169,1142,1935,650000,0,1,0,3,0,345,184,639,14,2,2,2,3,0,2,2,0,0,0,288,9618
1,3,1942,1938,1925,950000,4,1,543,269,1069,21,4,4,4,2,1,4,0,0,2,0,0,0,0,322,10645
2,3,9260,1688,1899,1600000,0,1,0,10,2,734,382,1473,29,3,4,9,7,0,2,0,0,3,0,298,10216
2,3,2492,1620,1920,986000,0,1,0,10,2,688,355,1412,29,3,4,10,5,0,1,1,0,4,0,280,9598
2,3,2000,1470,1925,865000,0,1,0,4,1,500,176,791,23,5,2,11,2,1,0,1,0,0,0,248,8211
1,3,1800,1296,1925,815000,0,1,0,9,0,546,238,1015,26,3,1,10,5,1,0,3,0,0,2,287,9767
1,3,1500,2296,1925,1284062,0,1,0,0,0,243,152,401,14,2,2,1,4,0,2,2,0,0,0,261,8855
2,3,1620,1788,1925,750000,0,1,0,7,0,443,159,670,20,5,3,6,4,0,0,1,0,0,0,261,8960
1,3,1317,1192,1930,753000,0,1,0,9,1,566,294,1077,27,2,3,11,3,0,0,3,0,2,2,286,9830
1,3,2000,1728,1930,417000,2,0,350,212,616,10,2,1,0,2,0,1,2,0,2,0,0,0,0,302,10104
1,3,2000,1728,1930,850000,2,0,350,212,616,10,2,1,0,2,0,1,2,0,2,0,0,0,0,302,10104
2,3,1573,2640,1899,1340000,0,0,1,10,2,732,426,1427,28,1,3,10,6,0,1,0,1,5,0,301,10070
2,3,1747,1760,1899,450000,0,1,0,10,2,732,426,1427,28,1,3,10,6,0,1,0,1,5,0,301,10070
2,3,2000,2930,1910,1300000,0,0,1,9,1,684,406,1390,26,2,3,9,4,0,1,0,1,5,0,299,10109
2,3,2200,1984,1925,823000,0,1,0,8,0,458,201,746,21,4,3,6,5,0,1,1,0,0,0,278,9499
2,3,1783,1288,1925,600000,0,1,0,8,0,458,201,746,21,4,3,6,5,0,1,1,0,0,0,278,9499
2,3,1783,1288,1925,635000,0,1,0,8,0,458,201,746,21,4,3,6,5,0,1,1,0,0,0,278,9499
1,3,1783,1204,1925,435527,5,0,397,160,575,20,4,3,5,4,0,0,2,0,0,2,0,0,0,273,9342
1,3,1800,1288,1925,915000,5,0,397,160,575,20,4,3,5,4,0,0,2,0,0,2,0,0,0,273,9342
1,3,2624,2074,1920,1055000,2,0,299,192,557,12,1,1,0,2,0,1,3,0,4,0,0,0,0,304,10231
2,3,4373,3350,1920,1775000,0,0,1,8,2,574,312,1124,20,3,2,5,2,0,1,1,1,4,0,304,10109
2,3,1842,1464,1920,234000,0,1,0,10,2,651,319,1583,22,2,4,5,2,1,6,1,0,0,0,276,9506
2,3,1950,1596,1920,795000,0,1,0,10,2,651,319,1583,22,2,4,5,2,1,6,1,0,0,0,276,9506
2,3,2000,1680,1910,920000,0,1,0,10,2,651,319,1583,22,2,4,5,2,1,6,1,0,0,0,276,9506
2,3,2000,2424,1910,955000,0,1,0,8,1,633,294,1489,19,2,4,6,2,0,3,1,0,0,0,272,9379
2,3,1800,1288,1925,730000,0,1,0,9,0,474,243,845,21,4,3,7,4,0,1,1,0,0,0,270,9272
2,3,2000,1470,1925,825000,0,1,0,9,0,474,243,845,21,4,3,7,4,0,1,1,0,0,0,270,9272
2,3,1737,1170,1930,825000,0,1,0,5,0,357,149,490,21,4,4,6,4,0,0,2,0,0,0,244,8364
2,3,1783,1170,1930,925000,0,1,0,5,0,357,149,490,21,4,4,6,4,0,0,2,0,0,0,244,8364
2,3,1783,1170,1930,795000,0,1,0,5,0,357,149,490,21,4,4,6,4,0,0,2,0,0,0,244,8364
2,3,1717,1170,1930,910000,0,1,0,5,0,357,149,490,21,4,4,6,4,0,0,2,0,0,0,244,8364
2,3,1950,1326,1930,742500,0,1,0,5,0,357,149,490,21,4,4,6,4,0,0,2,0,0,0,244,8364
2,3,3016,2200,1920,1410000,0,1,0,0,0,178,118,312,11,2,1,0,1,0,0,3,0,3,0,252,8613
2,3,2936,1472,1925,1250000,0,1,0,0,0,178,118,312,11,2,1,0,1,0,0,3,0,3,0,252,8613
2,3,2600,1478,1925,1260000,0,1,0,2,0,332,210,637,16,2,0,0,2,1,1,3,1,5,0,299,10111
2,3,2296,1376,1925,855000,0,1,0,2,0,332,210,637,16,2,0,0,2,1,1,3,1,5,0,299,10111
2,3,3900,3045,1925,1648000,0,1,0,2,0,332,210,637,16,2,0,0,2,1,1,3,1,5,0,299,10111
2,3,3553,2574,1925,1300000,0,1,0,2,0,332,210,637,16,2,0,0,2,1,1,3,1,5,0,299,10111
2,3,1980,2112,1950,1150000,0,0,1,8,1,649,400,1355,27,3,2,10,2,1,1,1,1,5,0,288,9639
2,3,2000,1480,1920,884000,0,1,0,9,2,661,350,1604,21,1,4,7,2,0,6,0,0,0,0,280,9633
2,3,1950,1368,1899,875000,0,1,0,9,1,607,294,1430,20,3,3,6,2,0,4,1,0,0,0,277,9545
2,3,1950,1368,1915,805000,0,1,0,9,1,607,294,1430,20,3,3,6,2,0,4,1,0,0,0,277,9545
2,3,1950,1824,1915,740000,0,1,0,9,1,607,294,1430,20,3,3,6,2,0,4,1,0,0,0,277,9545
1,3,1850,1344,1925,815000,6,0,428,206,748,23,3,4,7,4,0,0,2,0,1,2,0,0,0,273,9256
1,3,1500,1735,1925,675000,5,0,374,144,497,21,3,4,5,4,0,0,2,0,1,2,0,0,0,267,9053
2,3,2870,2106,1925,1200000,0,1,0,4,1,416,243,787,23,3,1,4,2,1,1,2,1,7,0,292,9799
2,3,4373,2243,1920,1375000,0,1,0,4,1,446,247,845,24,3,1,5,2,1,1,2,1,7,0,296,9948
2,3,1913,1816,1920,1200000,0,1,0,4,1,446,247,845,24,3,1,5,2,1,1,2,1,7,0,296,9948
2,3,1386,1440,1925,800000,0,0,1,9,2,703,370,1642,19,1,4,5,2,0,6,0,0,0,0,287,9836
2,3,2100,1632,1925,911333,0,1,0,10,2,699,360,1667,18,1,4,4,2,0,6,0,0,0,0,288,9870
2,3,2508,1504,1930,947000,0,1,0,0,0,123,72,255,11,2,0,0,1,1,0,3,0,3,0,231,8025
2,3,2508,1504,1930,775000,0,1,0,0,0,123,72,255,11,2,0,0,1,1,0,3,0,3,0,231,8025
2,3,2446,3180,1930,1685000,0,1,0,0,0,123,72,255,11,2,0,0,1,1,0,3,0,3,0,231,8025
2,3,4203,1882,1925,1963000,0,1,0,0,0,123,72,255,11,2,0,0,1,1,0,3,0,3,0,231,8025
2,3,4200,3110,1925,2350000,0,1,0,0,0,123,72,255,11,2,0,0,1,1,0,3,0,3,0,231,8025
2,3,7000,1476,1920,2930000,0,1,0,0,0,123,72,255,11,2,0,0,1,1,0,3,0,3,0,231,8025
2,3,4500,3814,1930,1112000,0,1,0,0,0,123,72,255,11,2,0,0,1,1,0,3,0,3,0,231,8025
2,3,4500,3814,1930,1112000,0,1,0,0,0,123,72,255,11,2,0,0,1,1,0,3,0,3,0,231,8025
2,3,1907,1800,1925,1150000,0,1,0,0,0,180,123,341,14,2,0,3,1,1,0,3,0,3,0,251,8593
2,3,4373,2617,1925,1450000,0,1,0,2,0,297,206,591,19,2,0,3,2,1,1,3,1,5,0,292,9809
2,3,2358,2999,1925,730000,0,1,0,8,2,707,379,1717,18,2,4,3,3,0,5,0,0,0,0,290,9883
1,3,1680,1197,1925,762000,6,0,589,291,1422,23,3,4,6,1,0,0,2,1,4,2,0,0,0,273,9344
1,3,1600,2010,1910,770000,6,0,589,291,1422,23,3,4,6,1,0,0,2,1,4,2,0,0,0,273,9344
1,3,2000,1421,1925,872000,6,0,328,135,444,23,4,4,3,3,0,0,5,0,2,2,0,0,0,264,8912
2,3,4373,2082,1920,1733000,0,1,0,3,0,308,225,586,19,2,0,3,1,2,1,3,1,5,0,303,10241
2,3,2187,1540,1925,1150000,0,1,0,5,2,546,332,1079,23,3,1,7,1,2,1,1,1,5,0,285,9694
2,3,2187,2155,1925,870000,0,1,0,5,2,546,332,1079,23,3,1,7,1,2,1,1,1,5,0,285,9694
1,3,2187,1328,1910,700000,8,2,661,379,1594,21,2,2,6,0,2,1,1,1,6,0,0,0,0,285,9734
1,3,2187,1280,1910,1140000,8,2,661,379,1594,21,2,2,6,0,2,1,1,1,6,0,0,0,0,285,9734
1,3,2000,1328,1925,825000,5,0,318,132,457,23,4,4,4,4,0,0,4,0,2,1,0,0,0,257,8648
2,3,2292,1888,1935,1175000,0,1,0,2,1,300,207,567,18,2,0,3,2,2,1,3,0,4,0,295,9999
2,3,3633,2401,1930,1325000,0,1,0,5,2,558,300,1339,22,3,1,6,0,2,1,1,1,6,0,286,9883
2,3,4811,6058,1930,2500000,0,1,0,5,2,558,300,1339,22,3,1,6,0,2,1,1,1,6,0,286,9883
1,3,2000,2152,1925,425000,8,0,431,189,754,20,2,4,4,2,0,0,5,0,1,2,0,0,0,271,9300
1,3,2100,2124,1925,1300000,8,0,431,189,754,20,2,4,4,2,0,0,5,0,1,2,0,0,0,271,9300
1,3,2000,1991,1925,970000,4,0,297,121,441,19,3,4,2,3,0,0,4,0,2,1,0,0,0,244,8203
2,3,4266,2160,1910,2175000,0,1,0,1,0,283,186,522,14,2,0,3,1,2,1,2,0,2,0,276,9434
2,3,6000,3091,1899,1025000,0,1,0,6,2,524,290,1329,19,3,1,3,0,2,1,1,1,6,0,292,10051
1,3,2000,1716,1925,990000,7,0,422,186,745,19,2,4,4,3,0,0,4,0,1,1,0,0,0,267,9092
1,3,3000,1476,1925,1290000,7,0,422,186,745,19,2,4,4,3,0,0,4,0,1,1,0,0,0,267,9092
2,3,4000,3469,1905,2275000,0,1,0,6,1,339,217,680,17,3,0,3,2,2,1,1,0,4,0,297,10115
2,3,4000,2100,1920,1625000,0,1,0,6,1,339,217,680,17,3,0,3,2,2,1,1,0,4,0,297,10115
1,3,2000,1448,1925,800000,8,1,541,268,1299,20,3,3,4,1,0,0,5,1,3,0,0,0,0,279,9473
2,3,3300,1848,1910,1600000,0,1,0,7,1,386,263,767,21,4,1,3,2,2,1,1,1,5,0,313,10657
2,3,2280,2736,1920,1080000,7,1,519,264,1258,17,3,3,3,1,0,0,5,0,2,0,0,0,0,267,9107
1,3,2667,2842,1925,1485000,10,0,435,197,1044,15,1,4,2,1,0,0,4,0,2,1,0,0,0,245,8424
1,3,1850,1641,1920,950000,9,0,298,130,486,23,3,4,2,5,1,0,4,0,3,1,0,0,0,226,7614
1,3,3000,1584,1920,1395000,9,0,298,130,486,23,3,4,2,5,1,0,4,0,3,1,0,0,0,226,7614
1,3,2000,1950,1935,927500,9,0,319,136,557,20,2,4,2,4,0,1,4,0,2,1,0,0,0,226,7633
2,3,2400,1560,1925,960000,0,1,0,2,0,143,97,259,14,2,0,3,2,2,1,0,0,3,0,213,7353
2,3,4000,2290,1925,1415000,0,1,0,2,0,143,97,259,14,2,0,3,2,2,1,0,0,3,0,213,7353
2,3,3150,1564,1925,1020000,0,1,0,3,0,169,124,302,13,1,0,3,1,2,1,1,0,3,0,227,7796
2,3,3300,1854,1925,950000,0,1,0,5,0,255,169,504,14,2,1,3,0,2,1,1,0,3,0,265,9120
2,3,2500,1872,1925,960000,0,1,0,6,0,386,256,733,19,3,1,3,3,2,1,1,0,4,0,307,10553
2,3,2100,1490,1920,950000,0,1,0,6,0,386,256,733,19,3,1,3,3,2,1,1,0,4,0,307,10553
2,3,2000,1440,1940,600000,0,1,0,6,1,540,372,1365,27,4,1,3,3,2,1,5,1,6,0,312,10730
1,3,958,1102,1925,655000,9,1,534,276,1253,22,4,2,2,5,0,0,6,0,3,0,0,0,0,257,8813
1,3,946,1044,1925,588000,9,1,534,276,1253,22,4,2,2,5,0,0,6,0,3,0,0,0,0,257,8813
1,3,958,1653,1925,700000,9,1,534,276,1253,22,4,2,2,5,0,0,6,0,3,0,0,0,0,257,8813
2,3,2025,1312,1925,1150000,0,1,0,4,0,268,189,533,13,2,0,3,0,2,1,1,0,3,0,265,9146
2,3,2000,1328,1920,950000,0,1,0,7,2,676,458,1668,29,5,1,4,4,3,2,3,1,5,0,306,10768
1,3,2502,1344,1925,995000,10,2,624,396,1444,31,6,4,2,7,1,1,7,0,3,0,0,0,0,270,9316
1,3,1332,920,1925,818000,0,1,0,9,0,361,188,611,24,4,0,2,5,0,1,7,1,3,0,238,8112
1,3,1200,2175,1925,700000,0,1,0,9,0,361,188,611,24,4,0,2,5,0,1,7,1,3,0,238,8112
2,3,2200,1342,1925,815000,0,1,0,6,2,511,379,1002,26,4,1,3,4,3,2,4,1,3,0,308,10709
1,3,2500,1808,1925,1150000,0,1,0,5,1,404,294,740,14,1,1,3,1,3,2,2,0,0,0,263,9207
1,3,2500,1408,1925,1100000,0,1,0,5,1,404,294,740,14,1,1,3,1,3,2,2,0,0,0,263,9207
1,3,2500,1808,1925,1250000,0,1,0,5,1,404,294,740,14,1,1,3,1,3,2,2,0,0,0,263,9207
1,3,2629,3275,1899,1550000,0,1,0,5,1,404,294,740,14,1,1,3,1,3,2,2,0,0,0,263,9207
2,3,1525,2240,1915,770000,10,2,719,451,1628,26,5,2,3,6,2,2,3,0,3,0,0,0,0,307,10758
2,3,8039,1293,1965,1338000,10,2,619,367,1498,31,5,4,2,6,1,3,7,0,3,0,0,0,0,280,9432
1,3,2267,2002,1935,747500,0,1,0,9,1,394,260,716,35,7,3,2,7,1,3,8,1,2,0,232,7962
1,3,1361,1704,1920,839000,0,1,0,9,1,394,260,716,35,7,3,2,7,1,3,8,1,2,0,232,7962
1,3,2000,1448,1925,1050000,7,2,502,357,913,22,4,2,0,5,2,2,4,0,3,0,0,0,0,293,10211
1,3,2900,1564,1925,900000,6,1,410,285,714,15,2,2,1,2,2,2,2,0,2,0,0,0,0,261,9057
1,3,923,910,1925,324813,6,2,658,412,1497,23,5,2,1,5,1,2,3,0,4,0,0,0,0,294,10308
1,3,2080,1280,1925,960000,8,2,585,351,1344,24,5,2,1,5,1,2,4,0,4,0,0,0,0,290,10028
1,3,2080,1280,1925,980000,8,2,585,351,1344,24,5,2,1,5,1,2,4,0,4,0,0,0,0,290,10028
1,3,966,1104,1930,720000,6,1,488,321,841,34,7,4,2,7,1,4,5,1,3,0,0,0,0,305,10370
1,3,3000,2008,1975,1185000,4,1,416,254,677,27,6,4,2,6,1,2,4,0,2,0,0,0,0,263,9084
1,3,2153,1256,1925,910000,4,1,416,254,677,27,6,4,2,6,1,2,4,0,2,0,0,0,0,263,9084
1,3,1892,1972,1925,820000,3,1,335,216,567,48,7,3,12,7,1,7,6,1,4,0,0,0,0,291,9948
1,3,1650,1680,1940,710000,3,1,335,216,567,48,7,3,12,7,1,7,6,1,4,0,0,0,0,291,9948
1,3,1260,1600,1950,809000,2,1,216,123,325,39,7,3,4,6,1,9,4,2,3,0,0,0,0,256,8656
1,3,1295,1782,1940,917000,3,1,237,135,373,52,7,5,12,6,1,9,6,2,4,0,0,0,0,277,9356
1,3,2170,2072,1925,950000,7,1,314,220,543,48,7,3,11,7,1,6,9,1,3,0,0,0,0,250,8362
1,3,2170,2072,1925,755000,7,1,314,220,543,48,7,3,11,7,1,6,9,1,3,0,0,0,0,250,8362
1,3,1440,1312,1935,630000,0,1,0,7,1,293,166,452,34,5,2,2,7,1,4,8,1,3,0,223,7664
1,3,2000,2325,1930,915000,0,1,0,9,3,601,284,990,15,2,0,8,0,2,0,2,0,0,0,262,9030
1,3,2000,2384,1930,870000,0,1,0,6,2,577,279,900,9,2,0,2,2,1,1,0,0,0,0,245,8240
1,3,2000,2208,1930,815000,6,1,653,327,1057,16,5,2,1,1,0,0,2,2,2,1,0,0,0,278,9846
1,3,2000,2208,1930,820000,6,1,653,327,1057,16,5,2,1,1,0,0,2,2,2,1,0,0,0,278,9846
1,3,1620,1744,1945,845000,5,3,581,248,906,15,0,0,8,1,2,0,4,0,0,0,0,0,0,266,9109
1,3,3750,2490,1925,400000,5,3,581,248,906,15,0,0,8,1,2,0,4,0,0,0,0,0,0,266,9109
1,3,1850,2353,1901,888000,0,1,0,6,2,563,272,876,9,2,0,2,2,1,1,0,0,0,0,240,8044
1,3,4000,1847,1920,990000,0,1,0,4,1,557,262,853,9,2,1,0,3,1,1,0,0,0,0,260,9000
1,3,4000,1847,1920,900000,0,1,0,4,1,557,262,853,9,2,1,0,3,1,1,0,0,0,0,260,9000
1,3,2000,1312,1920,725000,2,2,581,282,895,12,4,1,1,1,0,0,3,1,1,0,0,0,0,274,9663
1,3,1750,1020,1910,660000,4,2,552,245,910,15,0,0,8,1,2,0,4,0,0,0,0,0,0,265,9100
1,3,1750,1020,1910,735000,4,2,552,245,910,15,0,0,8,1,2,0,4,0,0,0,0,0,0,265,9100
1,3,2000,1600,1920,938000,4,2,552,245,910,15,0,0,8,1,2,0,4,0,0,0,0,0,0,265,9100
1,3,4000,1838,1910,1350000,5,2,533,239,931,23,1,1,15,1,2,0,3,0,0,0,0,0,0,269,9300
1,3,1750,1530,1940,685000,6,3,558,286,948,13,0,0,7,1,2,0,3,0,0,0,0,0,0,262,9084
1,3,2000,1180,1925,858000,6,3,558,286,948,13,0,0,7,1,2,0,3,0,0,0,0,0,0,262,9084
1,3,2600,1152,1925,738000,6,3,558,286,948,13,0,0,7,1,2,0,3,0,0,0,0,0,0,262,9084
1,3,1600,1122,1925,735000,6,3,558,286,948,13,0,0,7,1,2,0,3,0,0,0,0,0,0,262,9084
1,3,1300,1723,1925,680000,0,1,0,4,0,409,168,623,28,4,3,14,3,1,0,2,0,0,0,240,8108
1,3,2000,2464,1920,850000,3,0,436,167,599,28,5,2,10,4,1,0,4,0,0,2,0,0,0,264,8744
1,3,4000,1644,1925,1080000,6,2,500,232,860,18,1,1,11,1,1,0,3,0,0,0,0,0,0,266,9193
1,3,1600,1030,1920,730000,5,2,519,264,878,13,1,0,7,1,1,0,3,0,0,0,0,0,0,250,8593
1,3,1500,1026,1910,728000,5,2,519,264,878,13,1,0,7,1,1,0,3,0,0,0,0,0,0,250,8593
1,3,2000,2112,1925,820000,6,0,564,259,826,10,2,0,2,1,0,0,3,1,1,0,0,0,0,248,8417
2,3,1600,1920,1931,805000,3,0,441,187,648,23,2,1,11,4,1,0,3,0,1,0,0,0,0,268,8986
