grid_x,grid_y,location
18.0,118.0,ARTHUR KILL RD
25.0,59.0,HYLAN BLVD
48.0,65.0,HYLAN BLVD
55.0,115.0,BLOOMINGDALE RD
74.0,77.0,HYLAN BLVD
79.0,173.0,VETERANS RD EAST
80.0,171.0,ARTHUR KILL RD
85.0,173.0,ARTHUR KILL RD
87.0,176.0,ARTHUR KILL RD
89.0,177.0,ARTHUR KILL RD
90.0,88.0,HYLAN BLVD
93.0,170.0,ARDEN AV
95.0,168.0,ARDEN AV
97.0,122.0,Drumgoole Rd
107.0,99.0,HYLAN BLVD
116.0,191.0,ARTHUR KILL RD
118.0,104.0,HYLAN BLVD
118.0,264.0,VICTORY BLVD
120.0,287.0,SOUTH AV
125.0,186.0,ARTHUR KILL RD
125.0,295.0,SOUTH AV
127.0,327.0,FOREST AV
129.0,328.0,FOREST AV
131.0,330.0,FOREST AV
133.0,180.0,ELTINGVILLE TRANSIT CTR
133.0,180.0,WAINWRIGHT AVE @ RICHMOND AVE
133.0,355.0,HOLLAND AV
134.0,181.0,ARTHUR KILL RD
135.0,216.0,RICHMOND AV
136.0,216.0,RICHMOND AV
136.0,217.0,YUKON AV
137.0,210.0,Independence Av
137.0,224.0,RING RD
138.0,162.0,RICHMOND AV
138.0,163.0,RICHMOND AV
138.0,243.0,RICHMOND AV
139.0,330.0,FOREST AV
140.0,244.0,RICHMOND AV
141.0,180.0,ARTHUR KILL RD
141.0,334.0,SOUTH AV
143.0,144.0,RICHMOND AV
143.0,248.0,RICHMOND AV
143.0,329.0,GRANDVIEW AV
143.0,336.0,GRANDVIEW AV
143.0,339.0,GRANDVIEW AV
146.0,219.0,MARSH AV
146.0,328.0,FOREST AV
147.0,139.0,RICHMOND AV
148.0,353.0,RICHMOND TERRACE
149.0,231.0,MARSH AV
150.0,284.0,VICTORY BLVD
150.0,327.0,FOREST AV
153.0,297.0,RICHMOND AV
157.0,286.0,VICTORY BLVD
157.0,326.0,FOREST AV
161.0,122.0,HYLAN BLVD
161.0,123.0,RICHMOND AV
161.0,287.0,VICTORY BLVD
162.0,287.0,VICTORY BLVD
165.0,125.0,HYLAN BLVD
167.0,324.0,FOREST AV
168.0,129.0,HYLAN BLVD
171.0,134.0,HYLAN BLVD
171.0,290.0,VICTORY BLVD
171.0,324.0,FOREST AV
173.0,324.0,FOREST AV
175.0,140.0,HYLAN BLVD
176.0,140.0,HYLAN BLVD
177.0,324.0,FOREST AV
178.0,319.0,WILLOWBROOK RD
183.0,261.0,FOREST HILL RD
184.0,323.0,FOREST AV
187.0,153.0,HYLAN BLVD
189.0,322.0,FOREST AV
191.0,156.0,HYLAN BLVD
193.0,324.0,FOREST AV
194.0,256.0,BRIELLE AV
197.0,162.0,HYLAN BLVD
200.0,165.0,HYLAN BLVD
201.0,296.0,VICTORY BLVD
201.0,357.0,RICHMOND TERRACE
203.0,296.0,VICTORY BLVD
204.0,212.0,RICHMOND RD
205.0,171.0,HYLAN BLVD
206.0,172.0,HYLAN BLVD
206.0,351.0,RICHMOND TERRACE
208.0,215.0,RICHMOND RD
214.0,297.0,VICTORY BLVD
214.0,344.0,CASTLETON AV
217.0,287.0,MANOR RD
218.0,180.0,HYLAN BLVD
218.0,288.0,SCHMIDTS LANE
219.0,180.0,HYLAN BLVD
220.0,345.0,CASTLETON AV
221.0,213.0,NEW DORP LANE
222.0,358.0,BROADWAY
223.0,345.0,BROADWAY
223.0,345.0,CASTLETON AV
225.0,188.0,HYLAN BLVD
225.0,332.0,FOREST AV
226.0,189.0,HYLAN BLVD
228.0,191.0,HYLAN BLVD
230.0,194.0,HYLAN BLVD
230.0,195.0,HYLAN BLVD
230.0,299.0,VICTORY BLVD
232.0,183.0,MILL RD
232.0,192.0,EBBITTS ST
232.0,197.0,Hylan Blvd
233.0,205.0,NEW DORP LANE
234.0,334.0,FOREST AV
236.0,202.0,HYLAN BLVD
237.0,202.0,NEW DORP LANE
238.0,335.0,FOREST AV
239.0,201.0,NEW DORP LANE
240.0,206.0,HYLAN BLVD
240.0,208.0,HYLAN BLVD
242.0,199.0,NEW DORP LANE
244.0,197.0,NEW DORP LANE
244.0,212.0,HYLAN BLVD
244.0,308.0,CLOVE RD
245.0,304.0,VICTORY BLVD BETWEEN MARINE CORP BD & SENEC
247.0,216.0,HYLAN BLVD
247.0,240.0,RICHMOND RD
248.0,218.0,HYLAN BLVD
248.0,302.0,CLOVE RD
249.0,219.0,MIDLAND AV
250.0,193.0,NEW DORP LANE
250.0,244.0,RICHMOND RD
251.0,249.0,RICHMOND RD
251.0,338.0,FOREST AV
255.0,314.0,VICTORY BLVD
257.0,344.0,CASTLETON AV
259.0,230.0,HYLAN BLVD
261.0,362.0,LAFAYETTE AV
262.0,208.0,MIDLAND AV
265.0,236.0,HYLAN BLVD
265.0,369.0,Richmond Terrace
267.0,273.0,TARGEE ST
267.0,327.0,VICTORY BLVD
267.0,328.0,VICTORY BLVD
268.0,290.0,NARROWS RD NORTH
269.0,203.0,MIDLAND AV
270.0,244.0,HYLAN BLVD
270.0,285.0,TARGEE ST
271.0,285.0,CLOVE RD
271.0,336.0,FOREST AV
271.0,372.0,RICHMOND TERRACE
272.0,372.0,RICHMOND TERRACE
273.0,208.0,FR CAPODANNO BLVD
274.0,252.0,HYLAN BLVD
276.0,258.0,HYLAN BLVD
277.0,344.0,CEBRA AV
277.0,344.0,VICTORY BLVD
278.0,296.0,TARGEE ST
278.0,376.0,RICHMOND TERRACE
279.0,299.0,TARGEE ST
279.0,302.0,TARGEE ST
279.0,375.0,RICHMOND TERRACE
280.0,213.0,FR CAPODANNO BLVD
281.0,321.0,BROAD ST
282.0,321.0,BROAD ST
285.0,308.0,VANDERBILT AV
285.0,373.0,RICHMOND TERRACE
287.0,322.0,BROAD ST
287.0,322.0,TOMPKINS AV
287.0,333.0,BEACH ST
289.0,222.0,FR CAPODANNO BLVD
289.0,316.0,TOMPKINS AV
290.0,327.0,CANAL ST
290.0,328.0,CANAL ST
290.0,353.0,VICTORY BLVD
291.0,222.0,FR CAPODANNO BLVD
291.0,313.0,TOMPKINS AV
291.0,313.0,VANDERBILT AV
291.0,315.0,TOMPKINS AV
292.0,280.0,HYLAN BLVD
292.0,352.0,VICTORY BLVD
292.0,365.0,RICHMOND TER BETWEEN BAY ST & SHUYLER ST
293.0,280.0,NARROWS RD S
293.0,331.0,BAY ST
293.0,352.0,BAY ST
293.0,354.0,BAY ST
293.0,364.0,RICHMOND TERRACE
294.0,346.0,BAY ST
294.0,366.0,RICHMOND TER BETWEEN BAY ST & SHOLER & FERR
295.0,315.0,VANDERBILT AV
295.0,342.0,BAY ST
295.0,363.0,ST GEORGE FERRY TERMINAL @ RICHMOND TERRACE
296.0,290.0,HYLAN BLVD
297.0,363.0,ST GEORGE FERRY TERMINAL
299.0,319.0,BAY ST
300.0,265.0,SAND LANE
301.0,315.0,BAY ST
302.0,261.0,MCCLEAN AV
302.0,262.0,SAND LANE
303.0,261.0,MCCLEAN AV
304.0,239.0,FR CAPODANNO BLVD
304.0,310.0,BAY ST
305.0,309.0,BAY ST
307.0,304.0,BAY ST
308.0,247.0,FR. CAPODANNO BLVD @ SAND LANE
310.0,264.0,MCCLEAN AV
313.0,294.0,BAY ST
315.0,258.0,FR CAPODANNO BLVD
316.0,288.0,BAY ST
353.0,315.0,SHORE RD
354.0,317.0,SHORE RD
361.0,295.0,SHORE RD
363.0,301.0,3 AV
367.0,312.0,3 AV
367.0,315.0,3 AV
369.0,321.0,3 AV
373.0,317.0,4 AV
373.0,334.0,3 AV
375.0,339.0,3 AV
376.0,306.0,92 ST
376.0,343.0,3 AV
377.0,347.0,3 AV
377.0,348.0,BAY RIDGE AV
378.0,315.0,86 ST
378.0,334.0,4 AV
381.0,288.0,POLY PL
381.0,313.0,86 ST
382.0,288.0,POLY PL
382.0,300.0,7 AV
382.0,301.0,92 ST
382.0,345.0,BAY RIDGE AV
383.0,311.0,86 ST
383.0,333.0,5 AV
383.0,334.0,BAY RIDGE PKWY
384.0,334.0,5 AV
384.0,334.0,BAY RIDGE PKWY
386.0,309.0,86 ST
387.0,370.0,2 AV
388.0,371.0,55 ST
391.0,305.0,86 ST
391.0,358.0,60 ST
393.0,326.0,BAY RIDGE PKWY
393.0,509.0,W THAMES ST
394.0,284.0,CROPSEY AV
394.0,325.0,BAY RIDGE PKWY
394.0,326.0,Ft Hamilton Pkwy
394.0,356.0,60 ST
394.0,502.0,BATTERY PL
394.0,512.0,SOUTH END AV
396.0,327.0,Ft Hamilton Pkwy
397.0,436.0,VAN DYKE ST
398.0,292.0,14 AV
398.0,299.0,86 ST
398.0,353.0,60 ST
398.0,369.0,52 ST
398.0,529.0,NORTH END AV
399.0,293.0,14 AV
399.0,339.0,8 AV
399.0,434.0,VAN DYKE ST
400.0,509.0,TRINITY PL
401.0,297.0,86 ST
401.0,332.0,Ft Hamilton Pkwy
401.0,364.0,5 AV
401.0,441.0,VAN BRUNT ST
402.0,350.0,60 ST
402.0,432.0,DWIGHT ST
402.0,532.0,HARRISON ST
403.0,333.0,Ft Hamilton Pkwy
403.0,444.0,VAN BRUNT ST
403.0,497.0,WATER ST
404.0,368.0,5 AV
404.0,369.0,5 AV
404.0,564.0,WEST ST
405.0,294.0,86 ST
405.0,348.0,60 ST
405.0,371.0,5 AV
406.0,293.0,86 St
406.0,347.0,60 St
406.0,499.0,WATER ST
406.0,548.0,SPRING ST
407.0,527.0,W BROADWAY
407.0,565.0,W 10 ST
408.0,313.0,BAY RIDGE PKWY
408.0,434.0,LORRAINE ST
408.0,449.0,VAN BRUNT ST
408.0,524.0,CHURCH ST
409.0,313.0,BAY RIDGE PKWY
409.0,502.0,WATER ST
409.0,553.0,KING ST
410.0,376.0,5 AV
410.0,453.0,VAN BRUNT ST
410.0,517.0,PARK ROW
410.0,561.0,HUDSON ST
411.0,276.0,18 AV
411.0,277.0,BATH AV
411.0,504.0,WATER ST
411.0,517.0,PARK ROW
411.0,528.0,CHURCH ST
411.0,565.0,HUDSON ST
411.0,569.0,HUDSON ST
412.0,388.0,37 ST
412.0,433.0,LORRAINE ST
412.0,528.0,WORTH ST
412.0,550.0,VARICK ST
412.0,592.0,10 AV
413.0,380.0,5 AV
413.0,537.0,6 AV
413.0,540.0,6 AV
413.0,581.0,W 14 ST
413.0,594.0,10 AV
414.0,382.0,39 ST
414.0,382.0,5 AV
414.0,389.0,4TH AV @ 36TH ST
414.0,432.0,LORRAINE ST
415.0,359.0,50 ST
415.0,452.0,COLUMBIA ST
415.0,508.0,PEARL ST
415.0,587.0,9 AV
415.0,597.0,10 AV
416.0,217.0,37 ST
416.0,360.0,8 AV
416.0,361.0,49 ST
416.0,453.0,COLUMBIA ST
416.0,510.0,PEARL ST
416.0,551.0,6 AV
416.0,580.0,W 14 ST
416.0,600.0,10 AV
417.0,209.0,SURF AV
417.0,284.0,18 AV
417.0,284.0,86 ST
417.0,285.0,18 AV
417.0,285.0,86 ST
417.0,456.0,COLUMBIA ST
417.0,553.0,W HOUSTON ST
417.0,554.0,6 AV
418.0,511.0,PEARL ST
418.0,512.0,FRANKFORT ST
418.0,603.0,10 AV
419.0,212.0,MERMAID AV
419.0,559.0,6 AV
420.0,389.0,5 AV
420.0,466.0,COLUMBIA ST
420.0,514.0,PEARL ST
420.0,593.0,W 23 ST
421.0,628.0,W 42 ST
422.0,208.0,W 33 ST
422.0,258.0,SHORE PKWY
422.0,303.0,BAY RIDGE PKWY
422.0,435.0,COURT ST
422.0,517.0,MADISON ST
422.0,550.0,W HOUSTON ST
422.0,551.0,W HOUSTON ST
422.0,564.0,6 AV
422.0,576.0,W 14 ST
422.0,601.0,9 AV
423.0,268.0,BATH AV
423.0,332.0,60 ST
423.0,333.0,60 ST
423.0,355.0,49 ST
423.0,592.0,23 ST @ 8TH AVE
423.0,592.0,W 23 ST
423.0,611.0,W 34 ST
424.0,261.0,CROPSEY AV
424.0,262.0,CROPSEY AV
424.0,302.0,BAY RIDGE PKWY
424.0,568.0,6 AV
424.0,592.0,8 AV
425.0,207.0,SURF AV
425.0,266.0,BATH AV
425.0,443.0,COURT ST
425.0,517.0,MADISON ST
425.0,549.0,HOUSTON ST BETWEEN MERCER ST & GREENE ST
426.0,295.0,18 AV
426.0,446.0,COURT ST
426.0,471.0,Atlantic Av
426.0,517.0,MADISON ST
426.0,520.0,EAST BROADWAY
426.0,584.0,7 AV
426.0,617.0,10 AV
427.0,259.0,CROPSEY AV
427.0,524.0,BOWERY
427.0,526.0,BOWERY
427.0,609.0,9 AV
428.0,298.0,18 AV
428.0,298.0,BAY RIDGE PKWY
428.0,589.0,W 23 ST
428.0,609.0,W 34 ST
428.0,624.0,W 42 ST
429.0,298.0,BAY RIDGE PKWY
429.0,588.0,W 23 ST
430.0,208.0,SURF AV
430.0,214.0,MERMAID AV
430.0,340.0,13 AV
430.0,370.0,39 ST
430.0,469.0,Atlantic Av
430.0,625.0,10 AV
430.0,637.0,W 50 ST
431.0,347.0,50 ST
431.0,350.0,49 ST
431.0,468.0,Atlantic Av
432.0,253.0,CROPSEY AV
432.0,273.0,BAY PKWY
432.0,540.0,BOWERY
432.0,595.0,7 AV
432.0,605.0,W 33 ST @ 8 AVENUE
432.0,628.0,10 AV
433.0,208.0,SURF AV
433.0,214.0,MERMAID AV
433.0,345.0,13 AV
433.0,368.0,39 ST
433.0,570.0,E 14 ST
433.0,606.0,W 34 ST
433.0,606.0,W 34 St
433.0,631.0,10 AV
434.0,347.0,49 ST
434.0,468.0,Atlantic Av
434.0,519.0,PIKE ST
434.0,522.0,PIKE ST
434.0,599.0,7 AV
434.0,620.0,W 42 ST
435.0,246.0,26 AV
435.0,408.0,5 AV
435.0,467.0,Atlantic Av
435.0,496.0,FRONT ST
435.0,518.0,MADISON ST
435.0,527.0,ALLEN ST
435.0,633.0,10 AV
436.0,209.0,SURF AV
436.0,471.0,LIVINGSTON ST
436.0,483.0,Cadman Plz West
436.0,490.0,Cadman Plz West
436.0,529.0,ALLEN ST
436.0,544.0,E HOUSTON ST
436.0,578.0,5 AV
436.0,646.0,W 57 ST
437.0,243.0,CROPSEY AV
437.0,310.0,18 AV
437.0,365.0,39 ST
437.0,482.0,Cadman Plz West
437.0,542.0,E HOUSTON ST
437.0,638.0,10 AV
438.0,210.0,SURF AV
438.0,344.0,49 ST
438.0,476.0,COURT ST
438.0,482.0,TILLARY ST
438.0,522.0,RUTGERS ST @ E. BROADWAY
438.0,573.0,E 17 ST @ BROADWAY
438.0,582.0,5 AV
438.0,594.0,6 AV
438.0,618.0,W 42 ST
439.0,312.0,18 AV
439.0,414.0,5 AV
439.0,470.0,BOERUM PL
439.0,472.0,BOERUM PL
439.0,519.0,MADISON ST
439.0,566.0,4 AV
440.0,215.0,MERMAID AV
440.0,282.0,BAY PKWY
440.0,475.0,ADAMS ST
440.0,527.0,GRAND ST
440.0,528.0,ESSEX ST
440.0,539.0,ALLEN ST
440.0,541.0,ALLEN ST
440.0,542.0,E HOUSTON ST
440.0,551.0,2 AV
440.0,582.0,E 23 ST
440.0,631.0,9 AV
441.0,543.0,1 AV
441.0,587.0,5 AV
441.0,588.0,5 AV
441.0,611.0,7 AV
441.0,644.0,10 AV
441.0,644.0,W 57 ST
441.0,656.0,WEST END AV
442.0,286.0,BAY PKWY
442.0,469.0,LIVINGSTON ST
442.0,472.0,FULTON ST
442.0,490.0,SANDS ST
442.0,527.0,Grand St
442.0,544.0,1 AV
442.0,555.0,2 AV
442.0,564.0,3 AV
442.0,565.0,E 14 ST
442.0,581.0,E 23 ST
442.0,601.0,W 34 St
442.0,657.0,West End Av
443.0,285.0,STILLWELL AV
443.0,317.0,18 AV
443.0,317.0,60 ST
443.0,318.0,18 AV
443.0,471.0,FULTON ST
443.0,519.0,MADISON ST
443.0,583.0,MADISON AV
443.0,591.0,5 AV
443.0,602.0,6 AV
443.0,638.0,9 AV
443.0,648.0,AMSTERDAM AV
443.0,658.0,W 65 ST
443.0,660.0,WEST END AV
444.0,231.0,CROPSEY AV
444.0,264.0,25 AV
444.0,281.0,KINGS HWY
444.0,359.0,39 ST
444.0,422.0,5 AV
444.0,423.0,9 ST
444.0,519.0,MADISON ST
444.0,526.0,GRAND ST
444.0,547.0,1 AV
444.0,565.0,3 AV
444.0,581.0,E 23 ST
444.0,586.0,MADISON AV
444.0,659.0,W 66 ST
444.0,663.0,WEST END AV
444.0,666.0,W 70 ST
445.0,270.0,STILLWELL AV
445.0,358.0,39 ST
445.0,405.0,7 AV
445.0,422.0,9 ST
445.0,470.0,FULTON ST
445.0,579.0,E 23 ST
445.0,641.0,9TH AV BETWEEN W 57 ST & W 56 ST
445.0,642.0,W 57 ST
446.0,216.0,MERMAID AV
446.0,264.0,STILLWELL AV
446.0,467.0,LIVINGSTON ST
446.0,520.0,MADISON ST
446.0,543.0,AV A
446.0,561.0,2 AV
446.0,562.0,2 AV
446.0,569.0,3 AV
446.0,596.0,5 AV
446.0,641.0,W 57 ST
446.0,666.0,WEST END AV
447.0,261.0,86 ST
447.0,520.0,MADISON ST
447.0,524.0,GRAND ST
447.0,525.0,GRAND ST
447.0,544.0,AV A
447.0,562.0,E 14 ST
447.0,579.0,E 23 ST
447.0,585.0,PARK AV
447.0,592.0,MADISON AV
447.0,632.0,8 AV
447.0,644.0,9 AV
447.0,655.0,W 65 ST
447.0,668.0,WEST END AV
448.0,281.0,KINGS HWY
448.0,428.0,5 AV
448.0,520.0,MADISON ST
448.0,539.0,E HOUSTON ST
448.0,546.0,AV A
448.0,578.0,23 ST BETWEEN LEXINGTON AV & 3RD AV
448.0,600.0,5 Av
448.0,646.0,COLUMBUS AV
448.0,668.0,W 72 ST
449.0,281.0,KINGS HWY
449.0,356.0,14 AV
449.0,430.0,5 AV
449.0,490.0,SANDS ST
449.0,594.0,MADISON AV
449.0,627.0,W 50 ST
449.0,659.0,AMSTERDAM AV
450.0,296.0,BAY PKWY
450.0,358.0,14 AV
450.0,396.0,Prospect Park West
450.0,468.0,FULTON ST
450.0,489.0,GOLD ST
450.0,490.0,SANDS ST
450.0,493.0,GOLD ST
450.0,524.0,GRAND ST
450.0,551.0,AV A
450.0,576.0,E 23 ST
450.0,577.0,3 AV
450.0,578.0,3 AV
450.0,596.0,MADISON AV
450.0,615.0,6 AV
451.0,459.0,ATLANTIC AV
451.0,468.0,FULTON ST
451.0,487.0,NASSAU ST
451.0,521.0,MADISON ST
451.0,560.0,14 ST BETWEEN AVE A & 1ST AV
451.0,560.0,E 14 ST
451.0,561.0,1 AV
451.0,561.0,1 Av
451.0,570.0,2 AV
451.0,604.0,5 Av
451.0,605.0,5 Av
451.0,606.0,5 Av
451.0,617.0,6 AV
451.0,639.0,W 57 ST
451.0,640.0,8 AV
451.0,645.0,BROADWAY
451.0,651.0,BROADWAY
451.0,655.0,W 66 ST
451.0,658.0,BROADWAY
451.0,662.0,BROADWAY
451.0,666.0,W 72 ST
452.0,561.0,1 AV
452.0,596.0,E 34 ST
452.0,596.0,E 34 St
452.0,599.0,MADISON AV
452.0,607.0,5 Av
452.0,645.0,BROADWAY
452.0,652.0,W 65 ST
452.0,655.0,BROADWAY
452.0,661.0,BROADWAY
452.0,669.0,BROADWAY
453.0,458.0,Atlantic Av
453.0,466.0,FULTON ST
453.0,468.0,DEKALB AV @ FLATBUSH AVENUE
453.0,523.0,GRAND ST
453.0,554.0,AV A
453.0,564.0,1 AV
453.0,574.0,2 AV
453.0,575.0,E 23 ST
453.0,595.0,E 34 ST
453.0,609.0,5 Av
453.0,632.0,7 AV
453.0,637.0,W 57 ST
453.0,654.0,W 66 ST
453.0,666.0,AMSTERDAM AV
453.0,671.0,BROADWAY
453.0,672.0,BROADWAY
454.0,215.0,SURF AV @ STILLWELL AVENUE
454.0,280.0,KINGS HWY
454.0,438.0,5 AV
454.0,520.0,JACKSON ST
454.0,538.0,AV C
454.0,574.0,E 23 ST
454.0,604.0,MADISON AV
454.0,622.0,6 AV
454.0,623.0,6 AV
454.0,658.0,COLUMBUS AV
454.0,674.0,BROADWAY
454.0,677.0,BROADWAY
454.0,677.0,W 79 ST
455.0,373.0,CATON AV
455.0,374.0,CATON AV
455.0,527.0,DELANCEY ST
455.0,530.0,COLUMBIA ST
455.0,558.0,E 14TH ST
455.0,577.0,2 AV
455.0,586.0,3 AV
455.0,612.0,5 Av
455.0,637.0,7TH AV BETWEEN W 58 ST & W 57 ST
455.0,670.0,AMSTERDAM AV
456.0,252.0,86 ST
456.0,303.0,BAY PKWY
456.0,364.0,MCDONALD AV
456.0,476.0,MYRTLE AV
456.0,522.0,LEWIS ST
456.0,542.0,AV C
456.0,569.0,1 AV
456.0,614.0,5 Av
456.0,615.0,5 Av
456.0,678.0,BROADWAY
457.0,425.0,7 AV
457.0,456.0,Atlantic Av
457.0,464.0,FULTON ST
457.0,544.0,AV C
457.0,545.0,AV C
457.0,568.0,E 20 ST
457.0,573.0,E 23 ST
457.0,590.0,3 AV
457.0,628.0,6 AV
457.0,662.0,COLUMBUS AV
457.0,673.0,AMSTERDAM AV
457.0,681.0,BROADWAY
458.0,305.0,60 ST
458.0,305.0,BAY PKWY
458.0,306.0,BAY PKWY
458.0,374.0,CATON AV
458.0,476.0,MYRTLE AV BETWEEN EDWARDS ST & NAVY ST
458.0,521.0,GRAND ST
458.0,534.0,E HOUSTON ST
458.0,536.0,AV D
458.0,556.0,14 ST BETWEEN AVE B & AVE A
458.0,556.0,E 14 ST
458.0,572.0,E 23 ST
458.0,574.0,1 AV
458.0,593.0,E 34 ST
458.0,618.0,5 Av
458.0,675.0,W 79 ST
458.0,676.0,AMSTERDAM AV
458.0,682.0,BROADWAY
458.0,684.0,BROADWAY
459.0,336.0,18 AV
459.0,520.0,GRAND ST
459.0,575.0,1 AV
459.0,620.0,5 Av
459.0,631.0,6 AV
459.0,632.0,6 AV
460.0,214.0,SURF AV
460.0,261.0,AV U
460.0,336.0,18 AV
460.0,365.0,CHURCH AV
460.0,401.0,Prospect Park Southwest
460.0,450.0,5 AV
460.0,451.0,DEAN ST
460.0,468.0,DEKALB AV
460.0,540.0,AV D
460.0,549.0,AV C
460.0,550.0,AV C
460.0,577.0,1 AV
460.0,633.0,W 57 ST
460.0,679.0,AMSTERDAM AV
460.0,685.0,BROADWAY
460.0,687.0,BROADWAY
460.0,687.0,W 86 ST
461.0,278.0,KINGS HWY
461.0,551.0,AV C
461.0,597.0,3 AV
461.0,623.0,5 Av
461.0,671.0,COLUMBUS AV
462.0,314.0,BAY PKWY
462.0,326.0,AV I
462.0,367.0,CHURCH AV
462.0,476.0,MYRTLE AV
462.0,547.0,E 10 ST
462.0,554.0,AV C
462.0,554.0,E 14 ST
462.0,581.0,1 Av
462.0,591.0,E 34 ST
462.0,604.0,E 42 ST
462.0,605.0,E 42 ST
462.0,624.0,5 Av
462.0,682.0,AMSTERDAM AV
462.0,688.0,BROADWAY
462.0,690.0,BROADWAY
463.0,627.0,5 Av
463.0,675.0,COLUMBUS AV
463.0,686.0,W 86 ST
463.0,690.0,BROADWAY
464.0,261.0,AV U
464.0,315.0,Bay PKWY
464.0,557.0,AV C
464.0,564.0,AV C
464.0,685.0,W 86 ST
464.0,692.0,BROADWAY
465.0,213.0,SURF AV
465.0,223.0,NEPTUNE AV
465.0,236.0,AV Z
465.0,244.0,SHELL RD
465.0,246.0,Av X
465.0,247.0,SHELL RD
465.0,393.0,Prospect Park Southwest
465.0,559.0,AV C
465.0,588.0,E 34 ST
465.0,589.0,E 34 ST
465.0,596.0,2 AV
465.0,631.0,5 Av
465.0,695.0,BROADWAY
466.0,261.0,AV U
466.0,278.0,KINGS HWY
466.0,369.0,CHURCH AV
466.0,441.0,7 AV
466.0,680.0,COLUMBUS AV
466.0,694.0,BROADWAY
467.0,215.0,W 5 ST
467.0,216.0,W 5 ST
467.0,262.0,AV U
467.0,385.0,Prospect Park Southwest
467.0,387.0,Prospect Park Southwest
467.0,476.0,MYRTLE AV
467.0,589.0,1 AV
467.0,607.0,3 AV
468.0,216.0,W BRIGHTON AV
468.0,218.0,W 5 ST
468.0,222.0,W 5 ST
468.0,224.0,NEPTUNE AV
468.0,277.0,KINGS HWY
468.0,341.0,18 AV
468.0,459.0,GREENE AV
468.0,601.0,2 AV
468.0,602.0,E 42 ST
468.0,682.0,COLUMBUS AV
468.0,683.0,W 86 ST
468.0,693.0,AMSTERDAM AV
468.0,701.0,W 96 ST
469.0,223.0,W 5 ST
469.0,278.0,KINGS HWY
469.0,379.0,Coney Island Av
469.0,380.0,Coney Island Av
469.0,588.0,FDR DR SRV RD
469.0,601.0,E 42 ST
469.0,611.0,3 AV
469.0,614.0,E 49 ST
469.0,629.0,E 57 ST
469.0,673.0,W 81 ST
469.0,696.0,AMSTERDAM AV
469.0,702.0,BROADWAY
470.0,247.0,AV X
470.0,322.0,AV J
470.0,433.0,GRAND ARMY PLZ
470.0,457.0,FULTON ST
470.0,687.0,COLUMBUS AV
470.0,702.0,BROADWAY
471.0,247.0,AV X
471.0,372.0,Coney Island Av
471.0,600.0,E 42 ST
471.0,607.0,2 AV
471.0,706.0,BROADWAY
472.0,435.0,VANDERBILT AV
472.0,475.0,VANDERBILT AV
472.0,476.0,VANDERBILT AV
472.0,597.0,E 41 ST
472.0,681.0,W 86 ST
472.0,691.0,COLUMBUS AV
472.0,699.0,W 96TH ST
472.0,700.0,AMSTERDAM AV
472.0,700.0,W 96 ST
473.0,278.0,KINGS HWY
473.0,435.0,VANDERBILT AV
473.0,438.0,VANDERBILT AV
473.0,468.0,VANDERBILT AV
473.0,600.0,1 AV
473.0,680.0,W 86 ST
473.0,703.0,AMSTERDAM AV
473.0,708.0,BROADWAY
473.0,709.0,BROADWAY
474.0,224.0,NEPTUNE AV
474.0,247.0,AV X
474.0,429.0,FLATBUSH AV
474.0,441.0,VANDERBILT AV
474.0,461.0,VANDERBILT AV
474.0,463.0,VANDERBILT AV
474.0,467.0,VANDERBILT AV
474.0,601.0,1 AV
474.0,612.0,2 AV
474.0,626.0,E 57 ST
474.0,694.0,COLUMBUS AV
474.0,712.0,BROADWAY
475.0,225.0,NEPTUNE AV
475.0,603.0,1 AV
475.0,622.0,3 AV
475.0,706.0,AMSTERDAM AV
475.0,715.0,BROADWAY
475.0,719.0,BROADWAY
476.0,224.0,OCEAN PKWY
476.0,225.0,OCEAN PKWY
476.0,228.0,OCEAN PKWY
476.0,280.0,KINGS HWY
476.0,357.0,CORTELYOU RD
476.0,451.0,VANDERBILT AV
476.0,624.0,3 Av
476.0,625.0,E 57 ST
476.0,698.0,COLUMBUS AV
476.0,716.0,BROADWAY
477.0,227.0,OCEAN PKWY
477.0,234.0,OCEAN PKWY
477.0,339.0,Coney Island Av
477.0,344.0,Coney Island Av
477.0,481.0,PARK AV
477.0,610.0,E 49 ST
477.0,618.0,2 AV
477.0,624.0,E 57 ST
477.0,697.0,W 96 ST
477.0,709.0,AMSTERDAM AV
477.0,720.0,BROADWAY
477.0,722.0,BROADWAY
478.0,238.0,AV Z
478.0,281.0,KINGS HWY
478.0,340.0,FOSTER AV
478.0,502.0,WYTHE AV
478.0,610.0,1 AV
478.0,711.0,AMSTERDAM AV
478.0,721.0,W 110 ST
478.0,725.0,BROADWAY
479.0,238.0,AV Z
479.0,328.0,Coney Island Av
479.0,623.0,E 57 ST
480.0,322.0,Coney Island Av
480.0,461.0,GREENE AV
480.0,650.0,E 72 ST
480.0,694.0,W 96 ST
480.0,713.0,W 106 ST
480.0,714.0,AMSTERDAM AV
480.0,728.0,BROADWAY
481.0,323.0,AV J
481.0,453.0,FULTON ST
481.0,498.0,WYTHE AV
481.0,706.0,COLUMBUS AV
482.0,307.0,AV M
482.0,443.0,BERGEN ST
482.0,443.0,WASHINGTON AV
482.0,628.0,2 AV
